"genus","condition","avg_abundance"
"Desulfonatronospira","b",0
"Desulfonatronovibrio","a",0.433333333333333
"Desulfonatronovibrio","b",0.15
"Desulfonatronum","a",0.141666666666667
"Desulfonatronum","b",0.1
"Desulfonauticus","a",0.233333333333333
"Desulfonauticus","b",0.133333333333333
"Desulfoplanes","a",0.0333333333333333
"Desulfoplanes","b",0
"Desulforegula","a",0.6
"Desulforegula","b",0.3
"Desulforhopalus","a",0.266666666666667
"Desulforhopalus","b",0.233333333333333
"Desulfosarcina","a",0.166666666666667
"Desulfosarcina","b",0.183333333333333
"Desulfospira","a",0.166666666666667
"Desulfospira","b",0.0666666666666667
"Desulfosporosinus","a",1.95384615384615
"Desulfosporosinus","b",1.67179487179487
"Desulfotalea","a",0.233333333333333
"Desulfotalea","b",0.133333333333333
"Desulfotignum","a",0.25
"Desulfotignum","b",0.233333333333333
"Desulfotomaculum","a",0.907142857142857
"Desulfotomaculum","b",0.873809523809524
"Desulfovermiculus","a",0.1
"Desulfovermiculus","b",0.1
"Desulfovibrio","a",10.559649122807
"Desulfovibrio","b",1.7140350877193
"Desulfovirgula","a",0.866666666666667
"Desulfovirgula","b",0.9
"Desulfuribacillus","a",0.466666666666667
"Desulfuribacillus","b",0.233333333333333
"Desulfurispirillum","a",0.0666666666666667
"Desulfurispirillum","b",0
"Desulfurivibrio","a",0.366666666666667
"Desulfurivibrio","b",0.266666666666667
"Desulfurobacterium","a",0.05
"Desulfurobacterium","b",0.133333333333333
"Desulfuromonas","a",0.0833333333333333
"Desulfuromonas","b",0.05
"Desulfuromusa","a",0.166666666666667
"Desulfuromusa","b",0.266666666666667
"Dethiobacter","a",0.666666666666667
"Dethiobacter","b",1.16666666666667
"Dethiosulfatarculus","a",0.366666666666667
"Dethiosulfatarculus","b",0.233333333333333
"Dethiosulfovibrio","a",0.466666666666667
"Dethiosulfovibrio","b",0.3
"Devosia","a",0.0466666666666667
"Devosia","b",0.0333333333333333
"Dialister","a",43.0166666666667
"Dialister","b",61.3083333333333
"Diaphorobacter","a",0.0333333333333333
"Diaphorobacter","b",0
"Dickeya","a",0.144444444444444
"Dickeya","b",0.0777777777777778
"Dictyoglomus","a",0.183333333333333
"Dictyoglomus","b",0.166666666666667
"Dielma","a",6.36666666666667
"Dielma","b",5.3
"Dinoroseobacter","a",0.0333333333333333
"Dinoroseobacter","b",0
"Diplosphaera","a",1.56666666666667
"Diplosphaera","b",0.633333333333333
"Dissulfuribacter","a",0.1
"Dissulfuribacter","b",0.1
"Dokdonia","a",0.0444444444444444
"Dokdonia","b",0.0222222222222222
"Dolichospermum","a",0.0333333333333333
"Dolichospermum","b",0
"Domibacillus","a",0.183333333333333
"Domibacillus","b",0.0666666666666667
"Dongia","a",0.3
"Dongia","b",0.5
"Dorea","a",44.3575757575758
"Dorea","b",46.3909090909091
"Draconibacterium","a",1.46666666666667
"Draconibacterium","b",0.933333333333333
"Drancourtella","a",9.43333333333333
"Drancourtella","b",7.63333333333333
"Duganella","a",0.113333333333333
"Duganella","b",0.1
"Dyadobacter","a",0.192592592592593
"Dyadobacter","b",0.17037037037037
"Dyella","a",0.05
"Dyella","b",0
"Dysgonomonas","a",4.14444444444444
"Dysgonomonas","b",2.13888888888889
"Echinicola","a",0.583333333333333
"Echinicola","b",0.333333333333333
"Ectothiorhodospira","a",0.0833333333333333
"Ectothiorhodospira","b",0
"Edaphobacter","a",0.1
"Edaphobacter","b",0.266666666666667
"Edwardsiella","a",0.166666666666667
"Edwardsiella","b",0.233333333333333
"Effusibacillus","a",1.13333333333333
"Effusibacillus","b",0.866666666666667
"Eggerthella","a",3.925
"Eggerthella","b",3.5375
"Eggerthia","a",1.23333333333333
"Eggerthia","b",1.16666666666667
"Eikenella","a",0
"Eikenella","b",0
"Eisenbergiella","a",149.133333333333
"Eisenbergiella","b",155.366666666667
"Elioraea","a",0
"Elioraea","b",0
"Elizabethkingia","a",0.426666666666667
"Elizabethkingia","b",0.273333333333333
"Elstera","a",0.233333333333333
"Elstera","b",0.2
"Elusimicrobium","a",0.266666666666667
"Elusimicrobium","b",0.133333333333333
"Empedobacter","a",0.383333333333333
"Empedobacter","b",0.05
"Emticicia","a",0.15
"Emticicia","b",0.05
"Endomicrobium","a",0.2
"Endomicrobium","b",0.3
"Endozoicomonas","a",0.1
"Endozoicomonas","b",0.0222222222222222
"Enhygromyxa","a",0.0666666666666667
"Enhygromyxa","b",0
"Enorma","a",0.366666666666667
"Enorma","b",0.5
"Ensifer","a",0.9
"Ensifer","b",0.533333333333333
"Enterobacter","a",0.25
"Enterobacter","b",0.233333333333333
"Enterococcus","a",1.09024390243902
"Enterococcus","b",0.965040650406504
"Enterocytozoon","a",1.1
"Enterocytozoon","b",1.26666666666667
"Enterorhabdus","a",0.816666666666667
"Enterorhabdus","b",0.716666666666667
"Epibacterium","a",0.133333333333333
"Epibacterium","b",0.0666666666666667
"Epilithonimonas","a",0.144444444444444
"Epilithonimonas","b",0.0777777777777778
"Epulopiscium","a",0.966666666666667
"Epulopiscium","b",1.2
"Eremococcus","a",0.0666666666666667
"Eremococcus","b",0.133333333333333
"Erwinia","a",0.1
"Erwinia","b",0.0333333333333333
"Erysipelatoclostridium","a",5.88666666666667
"Erysipelatoclostridium","b",4.5
"Erysipelothrix","a",0.366666666666667
"Erysipelothrix","b",0.188888888888889
"Erythrobacter","a",0.111111111111111
"Erythrobacter","b",0.166666666666667
"Escherichia","a",130.625
"Escherichia","b",175.991666666667
"Ethanoligenens","a",8.63333333333333
"Ethanoligenens","b",9.03333333333333
"Eubacterium","a",144.344186046512
"Eubacterium","b",134.124031007752
"Eudoraea","a",0.0333333333333333
"Eudoraea","b",0
"Euryhalocaulis","a",0.1
"Euryhalocaulis","b",0.0333333333333333
"Exiguobacterium","a",0.155555555555556
"Exiguobacterium","b",0.0962962962962963
"Fabibacter","a",0.1
"Fabibacter","b",0
"Facklamia","a",0.233333333333333
"Facklamia","b",0.18
"Faecalibacterium","a",1235.19333333333
"Faecalibacterium","b",1210.97333333333
"Faecalibaculum","a",1.4
"Faecalibaculum","b",1.56666666666667
"Faecalicoccus","a",4.2
"Faecalicoccus","b",3.23333333333333
"Faecalitalea","a",11.4666666666667
"Faecalitalea","b",9.96666666666667
"Falsirhodobacter","a",0
"Falsirhodobacter","b",0
"Fangia","a",0.0333333333333333
"Fangia","b",0
"Fermentimonas","a",0.766666666666667
"Fermentimonas","b",0.866666666666667
"Ferrimonas","a",0.05
"Ferrimonas","b",0
"Ferriphaselus","a",0.0333333333333333
"Ferriphaselus","b",0.0166666666666667
"Ferrovum","a",0.25
"Ferrovum","b",0
"Fervidicella","a",2.83333333333333
"Fervidicella","b",2.46666666666667
"Fervidicola","a",0.333333333333333
"Fervidicola","b",0.2
"Fervidobacterium","a",0.0888888888888889
"Fervidobacterium","b",0.0333333333333333
"Fibrella","a",0.6
"Fibrella","b",0.266666666666667
"Fibrisoma","a",0.133333333333333
"Fibrisoma","b",0.133333333333333
"Fibrobacter","a",2.26666666666667
"Fibrobacter","b",1.83333333333333
"Fictibacillus","a",0.2
"Fictibacillus","b",0.193333333333333
"Filifactor","a",1.66666666666667
"Filifactor","b",1.46666666666667
"Filimonas","a",1.03333333333333
"Filimonas","b",0.666666666666667
"Fimbriimonas","a",0.366666666666667
"Fimbriimonas","b",0.233333333333333
"Finegoldia","a",1.2
"Finegoldia","b",0.766666666666667
"Fischerella","a",0.15
"Fischerella","b",0
"Flammeovirga","a",0.391666666666667
"Flammeovirga","b",0.325
"Flavihumibacter","a",0.166666666666667
"Flavihumibacter","b",0.1
"Flaviramulus","a",0.1
"Flaviramulus","b",0.0333333333333333
"Flavisolibacter","a",0.0333333333333333
"Flavisolibacter","b",0
"Flavobacterium","a",0.299453551912568
"Flavobacterium","b",0.179234972677596
"Flavonifractor","a",852.033333333333
"Flavonifractor","b",885.133333333333
"Flectobacillus","a",0.0666666666666667
"Flectobacillus","b",0.0666666666666667
"Flexibacter","a",0.333333333333333
"Flexibacter","b",0.133333333333333
"Flexilinea","a",4.16666666666667
"Flexilinea","b",4.73333333333333
"Flexithrix","a",0.6
"Flexithrix","b",0.433333333333333
"Fontibacillus","a",0.8
"Fontibacillus","b",0.6
"Formosa","a",0.1
"Formosa","b",0.0611111111111111
"Francisella","a",0.1
"Francisella","b",0.266666666666667
"Frankia","a",0.0666666666666667
"Frankia","b",0
"Frateuria","a",0.05
"Frateuria","b",0.0333333333333333
"Fretibacterium","a",6.53333333333333
"Fretibacterium","b",6.96666666666667
"Fuchsiella","a",0.0333333333333333
"Fuchsiella","b",0
"Fulvivirga","a",0.0666666666666667
"Fulvivirga","b",0
"Fusarium","a",0.45
"Fusarium","b",0.366666666666667
"Fusibacter","a",2.26666666666667
"Fusibacter","b",1.93333333333333
"Fusicatenibacter","a",225.65
"Fusicatenibacter","b",262.3
"Fusobacterium","a",9.58695652173913
"Fusobacterium","b",4.00434782608696
"Gabonibacter","a",6.3
"Gabonibacter","b",3.46666666666667
"Galbibacter","a",0.2
"Galbibacter","b",0.166666666666667
"Gallibacterium","a",0.575
"Gallibacterium","b",0.441666666666667
"Gardnerella","a",1.33333333333333
"Gardnerella","b",1.11666666666667
"Gayadomonas","a",0.166666666666667
"Gayadomonas","b",0.266666666666667
"Geitlerinema","a",0.05
"Geitlerinema","b",0.0333333333333333
"Gelatoporia","a",0.3
"Gelatoporia","b",0.533333333333333
"Gelidibacter","a",0.316666666666667
"Gelidibacter","b",0.0833333333333333
"Gemella","a",0.283333333333333
"Gemella","b",0.2
"Geminocystis","a",0.333333333333333
"Geminocystis","b",0.183333333333333
"Gemmata","a",0.333333333333333
"Gemmata","b",0.233333333333333
"Gemmatimonas","a",0.0333333333333333
"Gemmatimonas","b",0
"Gemmobacter","a",0.0333333333333333
"Gemmobacter","b",0.0333333333333333
"Geoalkalibacter","a",0.15
"Geoalkalibacter","b",0.116666666666667
"Geobacillus","a",0.172727272727273
"Geobacillus","b",0.0939393939393939
"Geobacter","a",0.18
"Geobacter","b",0.17
"Geodermatophilus","a",0.0333333333333333
"Geodermatophilus","b",0
"Geofilum","a",1.03333333333333
"Geofilum","b",0.433333333333333
"Geopsychrobacter","a",0
"Geopsychrobacter","b",0.0333333333333333
"Geosporobacter","a",4.2
"Geosporobacter","b",4.36666666666667
"Geotoga","a",0.0333333333333333
"Geotoga","b",0
"Giesbergeria","a",0.0333333333333333
"Giesbergeria","b",0
"Gilliamella","a",2.43333333333333
"Gilliamella","b",1.9
"Gillisia","a",0.425
"Gillisia","b",0.233333333333333
"Gilvimarinus","a",0.0333333333333333
"Gilvimarinus","b",0
"Gimesia","a",0.666666666666667
"Gimesia","b",0.166666666666667
"Glaciecola","a",0.0666666666666667
"Glaciecola","b",0.0666666666666667
"Globicatella","a",0.116666666666667
"Globicatella","b",0.0833333333333333
"Gloeobacter","a",0.166666666666667
"Gloeobacter","b",0.166666666666667
"Gloeocapsa","a",0.0166666666666667
"Gloeocapsa","b",0.0166666666666667
"Gluconacetobacter","a",0.0666666666666667
"Gluconacetobacter","b",0
"Gonapodya","a",0.166666666666667
"Gonapodya","b",0.266666666666667
"Gordonibacter","a",2.56666666666667
"Gordonibacter","b",1.93333333333333
"Gorillibacterium","a",1.63333333333333
"Gorillibacterium","b",2.11666666666667
"Gottschalkia","a",1.04444444444444
"Gottschalkia","b",1.11111111111111
"Gracilibacillus","a",0.166666666666667
"Gracilibacillus","b",0.25
"Gracilibacter","a",2.6
"Gracilibacter","b",2
"Gramella","a",0.166666666666667
"Gramella","b",0.0888888888888889
"Granulicatella","a",0.641666666666667
"Granulicatella","b",0.575
"Granulicella","a",0.0333333333333333
"Granulicella","b",0.0333333333333333
"Gryllotalpicola","a",0.0333333333333333
"Gryllotalpicola","b",0
"Haemophilus","a",3.41875
"Haemophilus","b",3.03333333333333
"Hafnia","a",0.3
"Hafnia","b",0.166666666666667
"Hahella","a",0.0333333333333333
"Hahella","b",0
"Haladaptatus","a",0.166666666666667
"Haladaptatus","b",0.166666666666667
"Halanaerobium","a",0.206666666666667
"Halanaerobium","b",0.193333333333333
"Haliangium","a",0.0333333333333333
"Haliangium","b",0
"Haliea","a",0.0666666666666667
"Haliea","b",0
"Haliscomenobacter","a",0.533333333333333
"Haliscomenobacter","b",0.3
"Hallella","a",1.96666666666667
"Hallella","b",0.366666666666667
"Halobacillus","a",0.216666666666667
"Halobacillus","b",0.333333333333333
"Halobacteriovorax","a",0.0333333333333333
"Halobacteriovorax","b",0
"Halobacteroides","a",0.0333333333333333
"Halobacteroides","b",0.1
"Halodesulfovibrio","a",0.283333333333333
"Halodesulfovibrio","b",0.133333333333333
"Haloferax","a",0.0166666666666667
"Haloferax","b",0.0833333333333333
"Haloferula","a",0.933333333333333
"Haloferula","b",0.666666666666667
"Haloglycomyces","a",0.0666666666666667
"Haloglycomyces","b",0
"Halomicrobium","a",0.166666666666667
"Halomicrobium","b",0.133333333333333
"Halomonas","a",0.0878787878787879
"Halomonas","b",0.0787878787878788
"Halonatronum","a",0.266666666666667
"Halonatronum","b",0.4
"Halopiger","a",0.1
"Halopiger","b",0.0666666666666667
"Haloplasma","a",0.7
"Haloplasma","b",0.766666666666667
"Halorientalis","a",0.1
"Halorientalis","b",0.0333333333333333
"Halorubrum","a",0.0333333333333333
"Halorubrum","b",0
"Halotalea","a",0.0333333333333333
"Halotalea","b",0
"Halothece","a",0.1
"Halothece","b",0.133333333333333
"Halothermothrix","a",0.2
"Halothermothrix","b",0.2
"Halothiobacillus","a",0.0666666666666667
"Halothiobacillus","b",0
"Hapalosiphon","a",0.0333333333333333
"Hapalosiphon","b",0
"Hassallia","a",0.0666666666666667
"Hassallia","b",0.166666666666667
"Helcococcus","a",0.316666666666667
"Helcococcus","b",0.233333333333333
"Helicobacter","a",0.145
"Helicobacter","b",0.0566666666666667
"Heliobacterium","a",0.766666666666667
"Heliobacterium","b",0.4
"Hellea","a",0.0666666666666667
"Hellea","b",0.0333333333333333
"Herbaspirillum","a",0.246666666666667
"Herbaspirillum","b",0.306666666666667
"Herbiconiux","a",0.1
"Herbiconiux","b",0.1
"Herbidospora","a",0.0333333333333333
"Herbidospora","b",0.0333333333333333
"Herbinix","a",4.38333333333333
"Herbinix","b",3.68333333333333
"Herminiimonas","a",0.05
"Herminiimonas","b",0
"Herpetosiphon","a",0.0333333333333333
"Herpetosiphon","b",0.0333333333333333
"Hippea","a",0.133333333333333
"Hippea","b",0.116666666666667
"Holdemanella","a",113.366666666667
"Holdemanella","b",18.4666666666667
"Holdemania","a",41.4
"Holdemania","b",49.8833333333333
"Holophaga","a",0.366666666666667
"Holophaga","b",0.3
"Hungatella","a",3386.53333333333
"Hungatella","b",3764.06666666667
"Hydrobacter","a",0.133333333333333
"Hydrobacter","b",0
"Hydrogenibacillus","a",0.366666666666667
"Hydrogenibacillus","b",0.3
"Hydrogenivirga","a",0.0333333333333333
"Hydrogenivirga","b",0
"Hydrogenoanaerobacterium","a",30.5666666666667
"Hydrogenoanaerobacterium","b",30.1666666666667
"Hydrogenophaga","a",0.266666666666667
"Hydrogenophaga","b",0.466666666666667
"Hylemonella","a",0.566666666666667
"Hylemonella","b",0.466666666666667
"Hymenobacter","a",0.1
"Hymenobacter","b",0.0833333333333333
"Hyphomonas","a",0.1
"Hyphomonas","b",0.0666666666666667
"Hyunsoonleella","a",0.233333333333333
"Hyunsoonleella","b",0.0666666666666667
"Idiomarina","a",0.0777777777777778
"Idiomarina","b",0.0777777777777778
"Iflavirus","a",0.0666666666666667
"Iflavirus","b",0
"Ignatzschineria","a",0.0333333333333333
"Ignatzschineria","b",0
"Ignavibacterium","a",0.3
"Ignavibacterium","b",0.2
"Ignavigranum","a",0.1
"Ignavigranum","b",0.1
"Ilumatobacter","a",0.0333333333333333
"Ilumatobacter","b",0.0666666666666667
"Ilyobacter","a",0.533333333333333
"Ilyobacter","b",0.633333333333333
"Indibacter","a",0
"Indibacter","b",0.0666666666666667
"Inquilinus","a",0.466666666666667
"Inquilinus","b",0.366666666666667
"Intestinibacter","a",32.2333333333333
"Intestinibacter","b",48.5
"Intestinimonas","a",147.066666666667
"Intestinimonas","b",146.6
"Isobaculum","a",0.3
"Isobaculum","b",0.366666666666667
"Isoptericola","a",0.2
"Isoptericola","b",0.166666666666667
"Isosphaera","a",0.933333333333333
"Isosphaera","b",0.433333333333333
"Jaapia","a",0.0333333333333333
"Jaapia","b",0
"Jannaschia","a",0.3
"Jannaschia","b",0.433333333333333
"Janthinobacterium","a",0.00833333333333333
"Janthinobacterium","b",0.0333333333333333
"Jejuia","a",0.966666666666667
"Jejuia","b",0.5
"Jeotgalibaca","a",0.1
"Jeotgalibaca","b",0.1
"Jeotgalibacillus","a",0.3
"Jeotgalibacillus","b",0.233333333333333
"Jeotgalicoccus","a",0.166666666666667
"Jeotgalicoccus","b",0.116666666666667
"Jiangella","a",0.4
"Jiangella","b",0.444444444444444
"Johnsonella","a",8.06666666666667
"Johnsonella","b",8.26666666666667
"Jonesia","a",0.0666666666666667
"Jonesia","b",0
"Jonquetella","a",0.2
"Jonquetella","b",0.0666666666666667
"Joostella","a",0.0666666666666667
"Joostella","b",0
"Kaistia","a",0.133333333333333
"Kaistia","b",0.1
"Kallipyga","a",1.65
"Kallipyga","b",1.85
"Kandleria","a",5.63333333333333
"Kandleria","b",5.76666666666667
"Kangiella","a",0.1
"Kangiella","b",0.0666666666666667
"Kerstersia","a",0.0666666666666667
"Kerstersia","b",0.0666666666666667
"Kibdelosporangium","a",0.1
"Kibdelosporangium","b",0.1
"Kiloniella","a",0.233333333333333
"Kiloniella","b",0.2
"Kingella","a",0.233333333333333
"Kingella","b",0.133333333333333
"Kitasatospora","a",0.116666666666667
"Kitasatospora","b",0.0166666666666667
"Klebsiella","a",3.12333333333333
"Klebsiella","b",6.37
"Kluyvera","a",0.716666666666667
"Kluyvera","b",0.5
"Knoellia","a",0.233333333333333
"Knoellia","b",0.366666666666667
"Kocuria","a",0.0333333333333333
"Kocuria","b",0
"Komagataeibacter","a",0.0333333333333333
"Komagataeibacter","b",0.05
"Kordia","a",0.0333333333333333
"Kordia","b",0
"Kordiimonas","a",0.2
"Kordiimonas","b",0.5
"Kosakonia","a",0.0666666666666667
"Kosakonia","b",0
"Kosmotoga","a",0.2
"Kosmotoga","b",0.183333333333333
"Kouleothrix","a",0.766666666666667
"Kouleothrix","b",0.9
"Kribbella","a",0.0666666666666667
"Kribbella","b",0
"Kriegella","a",0.566666666666667
"Kriegella","b",0.333333333333333
"Ktedonobacter","a",0.3
"Ktedonobacter","b",0.233333333333333
"Kurthia","a",0.158333333333333
"Kurthia","b",0.166666666666667
"Kushneria","a",0.0666666666666667
"Kushneria","b",0.133333333333333
"Kyrpidia","a",0.466666666666667
"Kyrpidia","b",0.533333333333333
"Kytococcus","a",0.0333333333333333
"Kytococcus","b",0.0333333333333333
"Labilibacter","a",0.7
"Labilibacter","b",0.7
"Labilithrix","a",0.0333333333333333
"Labilithrix","b",0.0666666666666667
"Labrenzia","a",0.0666666666666667
"Labrenzia","b",0.05
"Labrys","a",0
"Labrys","b",0
"Lachnoanaerobaculum","a",7.175
"Lachnoanaerobaculum","b",6.3
"Lachnobacterium","a",8.1
"Lachnobacterium","b",6.56666666666667
"Lachnoclostridium","a",127.324242424242
"Lachnoclostridium","b",132.998484848485
"Lachnospira","a",71.2888888888889
"Lachnospira","b",70.5444444444445
"Lacinutrix","a",0.2
"Lacinutrix","b",0.0916666666666667
"Lacticigenium","a",0.0666666666666667
"Lacticigenium","b",0.1
"Lactobacillus","a",0.3925
"Lactobacillus","b",0.32625
"Lactococcus","a",1.24166666666667
"Lactococcus","b",1.05833333333333
"Laribacter","a",0.3
"Laribacter","b",0.0333333333333333
"Lasiodiplodia","a",0
"Lasiodiplodia","b",0.0333333333333333
"Lautropia","a",0.0333333333333333
"Lautropia","b",0
"Lawsonia","a",0.9
"Lawsonia","b",0.266666666666667
"Leadbetterella","a",0.566666666666667
"Leadbetterella","b",0.433333333333333
"Lechevalieria","a",0.2
"Lechevalieria","b",0.133333333333333
"Leeia","a",0.2
"Leeia","b",0.333333333333333
"Leeuwenhoekiella","a",0.0777777777777778
"Leeuwenhoekiella","b",0.0222222222222222
"Legionella","a",0.0777777777777778
"Legionella","b",0.0592592592592593
"Leifsonia","a",0.0666666666666667
"Leifsonia","b",0.0333333333333333
"Leisingera","a",0.15
"Leisingera","b",0.0416666666666667
"Leminorella","a",0.733333333333333
"Leminorella","b",0.466666666666667
"Lentimicrobium","a",0.333333333333333
"Lentimicrobium","b",0.233333333333333
"Lentisphaera","a",1.73333333333333
"Lentisphaera","b",1.06666666666667
"Leporipoxvirus","a",0.0666666666666667
"Leporipoxvirus","b",0
"Leptolyngbya","a",0.104761904761905
"Leptolyngbya","b",0.0666666666666667
"Leptospira","a",0.133333333333333
"Leptospira","b",0.187878787878788
"Leptospirillum","a",0.6
"Leptospirillum","b",0.166666666666667
"Leptothrix","a",0.2
"Leptothrix","b",0.0333333333333333
"Leptotrichia","a",0.32
"Leptotrichia","b",0.226666666666667
"Leucobacter","a",0.966666666666667
"Leucobacter","b",0.6
"Leuconostoc","a",0.116666666666667
"Leuconostoc","b",0.116666666666667
"Leucothrix","a",0.1
"Leucothrix","b",0.0333333333333333
"Levyella","a",1.5
"Levyella","b",1.66666666666667
"Lewinella","a",0.166666666666667
"Lewinella","b",0.0833333333333333
"Lichtheimia","a",0
"Lichtheimia","b",0
"Lihuaxuella","a",0.533333333333333
"Lihuaxuella","b",0.4
"Limnochorda","a",0.2
"Limnochorda","b",0.166666666666667
"Limnohabitans","a",0.144444444444444
"Limnohabitans","b",0.0555555555555556
"Limnoraphis","a",0.0666666666666667
"Limnoraphis","b",0.0333333333333333
"Limnothrix","a",0.133333333333333
"Limnothrix","b",0.1
"Lipomyces","a",0.133333333333333
"Lipomyces","b",0.0666666666666667
"Listeria","a",0.347619047619048
"Listeria","b",0.361904761904762
"Longilinea","a",0.4
"Longilinea","b",0.133333333333333
"Luminiphilus","a",0.0333333333333333
"Luminiphilus","b",0.0666666666666667
"Lunatimonas","a",0.233333333333333
"Lunatimonas","b",0.0666666666666667
"Luteimonas","a",0.0666666666666667
"Luteimonas","b",0.1
"Lutibacter","a",0.466666666666667
"Lutibacter","b",0.155555555555556
"Lyngbya","a",0.0666666666666667
"Lyngbya","b",0.0333333333333333
"Lysinibacillus","a",0.378571428571429
"Lysinibacillus","b",0.304761904761905
"Lysinimicrobium","a",0.133333333333333
"Lysinimicrobium","b",0
"Lysobacter","a",0.133333333333333
"Lysobacter","b",0.0444444444444444
"Macellibacteroides","a",6.1
"Macellibacteroides","b",3.76666666666667
"Macrophomina","a",0.133333333333333
"Macrophomina","b",0
"Mageeibacillus","a",4.06666666666667
"Mageeibacillus","b",4.43333333333333
"Magnetococcus","a",0.5
"Magnetococcus","b",0.0666666666666667
"Magnetospirillum","a",0.0933333333333333
"Magnetospirillum","b",0.0666666666666667
"Mahella","a",5.73333333333333
"Mahella","b",6.63333333333333
"Mangrovibacter","a",0.05
"Mangrovibacter","b",0
"Mangrovimonas","a",0.333333333333333
"Mangrovimonas","b",0
"Mannheimia","a",0.0833333333333333
"Mannheimia","b",0
"Maribacter","a",0.266666666666667
"Maribacter","b",0.0733333333333333
"Marichromatium","a",0.0166666666666667
"Marichromatium","b",0.0666666666666667
"Marinifilum","a",1.2
"Marinifilum","b",1
"Marinilabilia","a",1.16666666666667
"Marinilabilia","b",0.5
"Marinilactibacillus","a",0.0666666666666667
"Marinilactibacillus","b",0.1
"Marinimicrobium","a",0.0333333333333333
"Marinimicrobium","b",0
"Mariniradius","a",0.833333333333333
"Mariniradius","b",0.366666666666667
"Marinithermus","a",0.1
"Marinithermus","b",0
"Marinitoga","a",0.05
"Marinitoga","b",0
"Marinobacter","a",0.0904761904761905
"Marinobacter","b",0.0428571428571429
"Marinobacterium","a",0.246666666666667
"Marinobacterium","b",0.1
"Marinococcus","a",0.0166666666666667
"Marinococcus","b",0.0666666666666667
"Marinomonas","a",0.05
"Marinomonas","b",0
"Marinospirillum","a",0.0666666666666667
"Marinospirillum","b",0
"Marinovum","a",0.0333333333333333
"Marinovum","b",0
"Mariprofundus","a",0.266666666666667
"Mariprofundus","b",0.233333333333333
"Marvinbryantia","a",60.1
"Marvinbryantia","b",56.7666666666667
"Massilia","a",0.0833333333333333
"Massilia","b",0.133333333333333
"Mastadenovirus","a",1.93333333333333
"Mastadenovirus","b",0.366666666666667
"Mastigocladus","a",0.133333333333333
"Mastigocladus","b",0.2
"Megamonas","a",50.1466666666667
"Megamonas","b",27.4933333333333
"Megasphaera","a",3.07708333333333
"Megasphaera","b",4.97916666666667
"Meiothermus","a",0.133333333333333
"Meiothermus","b",0.1
"Melghirimyces","a",0.1
"Melghirimyces","b",0.0666666666666667
"Melissococcus","a",0
"Melissococcus","b",0.0666666666666667
"Mesoaciditoga","a",0.2
"Mesoaciditoga","b",0.133333333333333
"Mesoflavibacter","a",0.0333333333333333
"Mesoflavibacter","b",0
"Mesonia","a",0.2
"Mesonia","b",0.233333333333333
"Mesoplasma","a",0.2
"Mesoplasma","b",0.133333333333333
"Mesorhizobium","a",0.102777777777778
"Mesorhizobium","b",0.0972222222222222
"Mesotoga","a",0.0166666666666667
"Mesotoga","b",0.0666666666666667
"Methanobacterium","a",0.05
"Methanobacterium","b",0.116666666666667
"Methanobrevibacter","a",0.2125
"Methanobrevibacter","b",0.154166666666667
"Methanocaldococcus","a",0.0666666666666667
"Methanocaldococcus","b",0
"Methanocella","a",0.0666666666666667
"Methanocella","b",0
"Methanococcus","a",0.0333333333333333
"Methanococcus","b",0
"Methanocorpusculum","a",0.516666666666667
"Methanocorpusculum","b",0.183333333333333
"Methanoculleus","a",0.1
"Methanoculleus","b",0.06
"Methanofollis","a",0.1
"Methanofollis","b",0.0666666666666667
"Methanolacinia","a",0.0833333333333333
"Methanolacinia","b",0.0166666666666667
"Methanolobus","a",0.0444444444444444
"Methanolobus","b",0.0222222222222222
"Methanomassiliicoccus","a",0.833333333333333
"Methanomassiliicoccus","b",0.9
"Methanomicrobium","a",0.566666666666667
"Methanomicrobium","b",0.4
"Methanoplanus","a",0.1
"Methanoplanus","b",0.1
"Methanosaeta","a",0.0888888888888889
"Methanosaeta","b",0.0777777777777778
"Methanosalsum","a",0
"Methanosalsum","b",0
"Methanosarcina","a",0.316666666666667
"Methanosarcina","b",0.2625
"Methanosphaera","a",0.2
"Methanosphaera","b",0.1
"Methanosphaerula","a",0.0333333333333333
"Methanosphaerula","b",0
"Methanospirillum","a",0.0333333333333333
"Methanospirillum","b",0
"Methanothermobacter","a",0
"Methanothermobacter","b",0.0333333333333333
"Methanothermococcus","a",0.0333333333333333
"Methanothermococcus","b",0
"Methylibium","a",0.1
"Methylibium","b",0.0333333333333333
"Methylobacillus","a",0.0666666666666667
"Methylobacillus","b",0
"Methylobacter","a",0.233333333333333
"Methylobacter","b",0.206666666666667
"Methylobacterium","a",0.120833333333333
"Methylobacterium","b",0.0333333333333333
"Methylocaldum","a",0.0666666666666667
"Methylocaldum","b",0.1
"Methylocapsa","a",0.0666666666666667
"Methylocapsa","b",0.1
"Methyloceanibacter","a",0.0666666666666667
"Methyloceanibacter","b",0.0333333333333333
"Methylococcus","a",0.266666666666667
"Methylococcus","b",0.233333333333333
"Methylocystis","a",0.0333333333333333
"Methylocystis","b",0
"Methyloglobulus","a",0.0666666666666667
"Methyloglobulus","b",0.133333333333333
"Methylohalobius","a",0.233333333333333
"Methylohalobius","b",0.0666666666666667
"Methylomarinum","a",0.0666666666666667
"Methylomarinum","b",0
"Methylomicrobium","a",0.0666666666666667
"Methylomicrobium","b",0
"Methylomonas","a",0.193333333333333
