"tax_asd","condition","patient_id","abundance"
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","14",2
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","28",6
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","29",3
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","36",3
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","37",2
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","94",5
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","99",9
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","103",4
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","106",6
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","111",7
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","114",4
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","115",5
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","120",2
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","127",6
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","132",5
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","141",1
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","142",5
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","143",5
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","152",1
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","156",2
"g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA","b","164",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","1",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","2",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","5",3
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","7",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","8",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","13",3
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","14",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","28",3
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","29",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","37",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","94",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","99",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","106",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","111",4
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","114",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","115",4
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","120",3
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","127",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","132",3
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","141",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","142",1
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","143",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","156",2
"g__Succiniclasticum;s__Succiniclasticum ruminis","b","158",1
"g__Succinispira;s__Succinispira mobilis","b","1",5
"g__Succinispira;s__Succinispira mobilis","b","3",3
"g__Succinispira;s__Succinispira mobilis","b","5",10
"g__Succinispira;s__Succinispira mobilis","b","8",7
"g__Succinispira;s__Succinispira mobilis","b","13",10
"g__Succinispira;s__Succinispira mobilis","b","14",4
"g__Succinispira;s__Succinispira mobilis","b","28",10
"g__Succinispira;s__Succinispira mobilis","b","94",9
"g__Succinispira;s__Succinispira mobilis","b","106",4
"g__Succinispira;s__Succinispira mobilis","b","111",6
"g__Succinispira;s__Succinispira mobilis","b","114",4
"g__Succinispira;s__Succinispira mobilis","b","120",1
"g__Succinispira;s__Succinispira mobilis","b","127",2
"g__Succinispira;s__Succinispira mobilis","b","132",2
"g__Succinispira;s__Succinispira mobilis","b","142",3
"g__Succinispira;s__Succinispira mobilis","b","143",2
"g__Succinispira;s__Succinispira mobilis","b","164",1
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","1",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","2",1
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","3",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","5",7
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","6",2
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","7",2
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","8",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","13",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","36",2
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","94",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","103",6
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","106",7
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","111",5
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","114",6
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","115",4
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","120",7
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","127",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","132",10
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","141",2
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","142",4
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","156",3
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","158",2
"g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a","b","164",1
"g__Haemophilus;s__Haemophilus influenzae","b","1",6
"g__Haemophilus;s__Haemophilus influenzae","b","2",2
"g__Haemophilus;s__Haemophilus influenzae","b","3",4
"g__Haemophilus;s__Haemophilus influenzae","b","5",1
"g__Haemophilus;s__Haemophilus influenzae","b","6",1
"g__Haemophilus;s__Haemophilus influenzae","b","7",3
"g__Haemophilus;s__Haemophilus influenzae","b","14",1
"g__Haemophilus;s__Haemophilus influenzae","b","28",3
"g__Haemophilus;s__Haemophilus influenzae","b","29",1
"g__Haemophilus;s__Haemophilus influenzae","b","36",1
"g__Haemophilus;s__Haemophilus influenzae","b","37",2
"g__Haemophilus;s__Haemophilus influenzae","b","99",2
"g__Haemophilus;s__Haemophilus influenzae","b","106",1
"g__Haemophilus;s__Haemophilus influenzae","b","111",1
"g__Haemophilus;s__Haemophilus influenzae","b","114",4
"g__Haemophilus;s__Haemophilus influenzae","b","115",6
"g__Haemophilus;s__Haemophilus influenzae","b","120",1
"g__Haemophilus;s__Haemophilus influenzae","b","127",4
"g__Haemophilus;s__Haemophilus influenzae","b","132",2
"g__Haemophilus;s__Haemophilus influenzae","b","142",1
"g__Haemophilus;s__Haemophilus influenzae","b","143",1
"g__Haemophilus;s__Haemophilus influenzae","b","164",5
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","1",4
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","2",2
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","5",9
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","6",2
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","7",1
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","8",1
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","14",1
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","29",1
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","37",1
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","94",3
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","103",2
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","111",3
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","114",5
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","115",2
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","120",6
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","127",3
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","132",2
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","141",10
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","142",9
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","152",2
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","158",1
"g__Sphaerochaeta;s__Sphaerochaeta globosa","b","164",2
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","6",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","7",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","13",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","14",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","28",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","94",2
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","99",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","106",4
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","114",12
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","115",2
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","127",3
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","132",1
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","152",3
"g__Bifidobacterium;s__Bifidobacterium ruminantium","b","164",3
"g__Olsenella;s__Olsenella scatoligenes","b","1",3
"g__Olsenella;s__Olsenella scatoligenes","b","2",2
"g__Olsenella;s__Olsenella scatoligenes","b","5",9
"g__Olsenella;s__Olsenella scatoligenes","b","7",5
"g__Olsenella;s__Olsenella scatoligenes","b","8",1
"g__Olsenella;s__Olsenella scatoligenes","b","13",5
"g__Olsenella;s__Olsenella scatoligenes","b","36",1
"g__Olsenella;s__Olsenella scatoligenes","b","94",2
"g__Olsenella;s__Olsenella scatoligenes","b","99",4
"g__Olsenella;s__Olsenella scatoligenes","b","103",3
"g__Olsenella;s__Olsenella scatoligenes","b","106",9
"g__Olsenella;s__Olsenella scatoligenes","b","111",9
"g__Olsenella;s__Olsenella scatoligenes","b","114",10
"g__Olsenella;s__Olsenella scatoligenes","b","115",1
"g__Olsenella;s__Olsenella scatoligenes","b","120",10
"g__Olsenella;s__Olsenella scatoligenes","b","127",4
"g__Olsenella;s__Olsenella scatoligenes","b","132",4
"g__Olsenella;s__Olsenella scatoligenes","b","141",2
"g__Olsenella;s__Olsenella scatoligenes","b","142",6
"g__Olsenella;s__Olsenella scatoligenes","b","152",2
"g__Olsenella;s__Olsenella scatoligenes","b","158",2
"g__Olsenella;s__Olsenella scatoligenes","b","164",1
"g__Collinsella;s__Collinsella massiliensis","b","1",1
"g__Collinsella;s__Collinsella massiliensis","b","2",1
"g__Collinsella;s__Collinsella massiliensis","b","5",10
"g__Collinsella;s__Collinsella massiliensis","b","13",1
"g__Collinsella;s__Collinsella massiliensis","b","14",2
"g__Collinsella;s__Collinsella massiliensis","b","28",2
"g__Collinsella;s__Collinsella massiliensis","b","94",1
"g__Collinsella;s__Collinsella massiliensis","b","103",3
"g__Collinsella;s__Collinsella massiliensis","b","106",3
"g__Collinsella;s__Collinsella massiliensis","b","111",2
"g__Collinsella;s__Collinsella massiliensis","b","114",2
"g__Collinsella;s__Collinsella massiliensis","b","115",2
"g__Collinsella;s__Collinsella massiliensis","b","120",2
"g__Collinsella;s__Collinsella massiliensis","b","132",2
"g__Collinsella;s__Collinsella massiliensis","b","141",2
"g__Collinsella;s__Collinsella massiliensis","b","142",1
"g__Collinsella;s__Collinsella massiliensis","b","143",1
"g__Collinsella;s__Collinsella massiliensis","b","164",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","1",4
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","2",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","3",3
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","5",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","6",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","7",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","8",1
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","13",4
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","14",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","28",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","29",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","36",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","37",7
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","94",12
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","103",4
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","106",3
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","111",4
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","114",5
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","115",3
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","120",5
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","127",1
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","132",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","141",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","142",9
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","143",2
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","152",3
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","156",3
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","158",1
"g__Bacteroides;s__Bacteroides faecis CAG:32","b","164",1
"g__Prevotella;s__Prevotella fusca","b","99",4
"g__Prevotella;s__Prevotella fusca","b","111",12
"g__Prevotella;s__Prevotella fusca","b","114",1
"g__Prevotella;s__Prevotella fusca","b","115",1
"g__Prevotella;s__Prevotella fusca","b","127",1
"g__Prevotella;s__Prevotella fusca","b","132",1
"g__Prevotella;s__Prevotella sp. C561","b","3",1
"g__Prevotella;s__Prevotella sp. C561","b","6",1
"g__Prevotella;s__Prevotella sp. C561","b","8",1
"g__Prevotella;s__Prevotella sp. C561","b","13",2
"g__Prevotella;s__Prevotella sp. C561","b","29",3
"g__Prevotella;s__Prevotella sp. C561","b","99",3
"g__Prevotella;s__Prevotella sp. C561","b","103",3
"g__Prevotella;s__Prevotella sp. C561","b","106",5
"g__Prevotella;s__Prevotella sp. C561","b","111",12
"g__Prevotella;s__Prevotella sp. C561","b","114",2
"g__Prevotella;s__Prevotella sp. C561","b","115",4
"g__Prevotella;s__Prevotella sp. C561","b","120",1
"g__Prevotella;s__Prevotella sp. C561","b","127",2
"g__Prevotella;s__Prevotella sp. C561","b","132",2
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","1",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","2",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","5",2
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","7",2
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","8",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","13",2
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","36",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","94",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","103",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","106",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","111",1
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","114",12
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","120",2
"g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae","b","132",1
"g__Bacillus;s__Bacillus niameyensis","b","1",4
"g__Bacillus;s__Bacillus niameyensis","b","2",3
"g__Bacillus;s__Bacillus niameyensis","b","3",3
"g__Bacillus;s__Bacillus niameyensis","b","5",8
"g__Bacillus;s__Bacillus niameyensis","b","6",1
"g__Bacillus;s__Bacillus niameyensis","b","13",3
"g__Bacillus;s__Bacillus niameyensis","b","36",1
"g__Bacillus;s__Bacillus niameyensis","b","37",2
"g__Bacillus;s__Bacillus niameyensis","b","103",2
"g__Bacillus;s__Bacillus niameyensis","b","106",4
"g__Bacillus;s__Bacillus niameyensis","b","111",6
"g__Bacillus;s__Bacillus niameyensis","b","114",7
"g__Bacillus;s__Bacillus niameyensis","b","115",1
"g__Bacillus;s__Bacillus niameyensis","b","120",6
"g__Bacillus;s__Bacillus niameyensis","b","127",4
"g__Bacillus;s__Bacillus niameyensis","b","132",2
"g__Bacillus;s__Bacillus niameyensis","b","141",3
"g__Bacillus;s__Bacillus niameyensis","b","142",4
"g__Bacillus;s__Bacillus niameyensis","b","143",1
"g__Bacillus;s__Bacillus niameyensis","b","156",1
"g__Bacillus;s__Bacillus niameyensis","b","158",2
"g__Bacillus;s__Bacillus niameyensis","b","164",3
"g__Sharpea;s__Sharpea azabuensis","b","1",7
"g__Sharpea;s__Sharpea azabuensis","b","3",3
"g__Sharpea;s__Sharpea azabuensis","b","5",3
"g__Sharpea;s__Sharpea azabuensis","b","6",5
"g__Sharpea;s__Sharpea azabuensis","b","7",1
"g__Sharpea;s__Sharpea azabuensis","b","8",6
"g__Sharpea;s__Sharpea azabuensis","b","13",4
"g__Sharpea;s__Sharpea azabuensis","b","14",3
"g__Sharpea;s__Sharpea azabuensis","b","28",4
"g__Sharpea;s__Sharpea azabuensis","b","36",1
"g__Sharpea;s__Sharpea azabuensis","b","37",2
"g__Sharpea;s__Sharpea azabuensis","b","94",7
"g__Sharpea;s__Sharpea azabuensis","b","99",1
"g__Sharpea;s__Sharpea azabuensis","b","103",4
"g__Sharpea;s__Sharpea azabuensis","b","106",2
"g__Sharpea;s__Sharpea azabuensis","b","111",9
"g__Sharpea;s__Sharpea azabuensis","b","114",9
"g__Sharpea;s__Sharpea azabuensis","b","115",5
"g__Sharpea;s__Sharpea azabuensis","b","120",4
"g__Sharpea;s__Sharpea azabuensis","b","127",11
"g__Sharpea;s__Sharpea azabuensis","b","132",9
"g__Sharpea;s__Sharpea azabuensis","b","141",3
"g__Sharpea;s__Sharpea azabuensis","b","142",3
"g__Sharpea;s__Sharpea azabuensis","b","143",4
"g__Sharpea;s__Sharpea azabuensis","b","152",3
"g__Sharpea;s__Sharpea azabuensis","b","156",1
"g__Sharpea;s__Sharpea azabuensis","b","158",2
"g__Sharpea;s__Sharpea azabuensis","b","164",2
"g__Streptococcus;s__Streptococcus pneumoniae","b","1",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","2",6
"g__Streptococcus;s__Streptococcus pneumoniae","b","3",4
"g__Streptococcus;s__Streptococcus pneumoniae","b","5",5
"g__Streptococcus;s__Streptococcus pneumoniae","b","6",2
"g__Streptococcus;s__Streptococcus pneumoniae","b","7",5
"g__Streptococcus;s__Streptococcus pneumoniae","b","8",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","13",4
"g__Streptococcus;s__Streptococcus pneumoniae","b","14",1
"g__Streptococcus;s__Streptococcus pneumoniae","b","28",2
"g__Streptococcus;s__Streptococcus pneumoniae","b","29",1
"g__Streptococcus;s__Streptococcus pneumoniae","b","36",2
"g__Streptococcus;s__Streptococcus pneumoniae","b","37",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","94",5
"g__Streptococcus;s__Streptococcus pneumoniae","b","99",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","103",5
"g__Streptococcus;s__Streptococcus pneumoniae","b","106",5
"g__Streptococcus;s__Streptococcus pneumoniae","b","111",6
"g__Streptococcus;s__Streptococcus pneumoniae","b","114",4
"g__Streptococcus;s__Streptococcus pneumoniae","b","115",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","120",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","127",7
"g__Streptococcus;s__Streptococcus pneumoniae","b","132",8
"g__Streptococcus;s__Streptococcus pneumoniae","b","141",6
"g__Streptococcus;s__Streptococcus pneumoniae","b","142",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","143",2
"g__Streptococcus;s__Streptococcus pneumoniae","b","152",4
"g__Streptococcus;s__Streptococcus pneumoniae","b","156",4
"g__Streptococcus;s__Streptococcus pneumoniae","b","158",3
"g__Streptococcus;s__Streptococcus pneumoniae","b","164",4
"g__Streptococcus;s__Streptococcus sp. HMSC064H09","b","1",2
"g__Streptococcus;s__Streptococcus sp. HMSC064H09","b","28",1
"g__Streptococcus;s__Streptococcus sp. HMSC064H09","b","142",3
"g__Streptococcus;s__Streptococcus sp. HMSC064H09","b","164",2
"g__Clostridium;s__Clostridium cadaveris","b","1",5
"g__Clostridium;s__Clostridium cadaveris","b","2",9
"g__Clostridium;s__Clostridium cadaveris","b","3",7
"g__Clostridium;s__Clostridium cadaveris","b","5",7
"g__Clostridium;s__Clostridium cadaveris","b","6",7
"g__Clostridium;s__Clostridium cadaveris","b","7",4
"g__Clostridium;s__Clostridium cadaveris","b","8",8
"g__Clostridium;s__Clostridium cadaveris","b","13",8
"g__Clostridium;s__Clostridium cadaveris","b","14",2
"g__Clostridium;s__Clostridium cadaveris","b","28",6
"g__Clostridium;s__Clostridium cadaveris","b","29",1
"g__Clostridium;s__Clostridium cadaveris","b","36",4
"g__Clostridium;s__Clostridium cadaveris","b","37",8
"g__Clostridium;s__Clostridium cadaveris","b","94",7
"g__Clostridium;s__Clostridium cadaveris","b","99",1
"g__Clostridium;s__Clostridium cadaveris","b","103",9
"g__Clostridium;s__Clostridium cadaveris","b","106",7
"g__Clostridium;s__Clostridium cadaveris","b","111",7
"g__Clostridium;s__Clostridium cadaveris","b","114",6
"g__Clostridium;s__Clostridium cadaveris","b","115",9
"g__Clostridium;s__Clostridium cadaveris","b","120",7
"g__Clostridium;s__Clostridium cadaveris","b","127",5
"g__Clostridium;s__Clostridium cadaveris","b","132",10
"g__Clostridium;s__Clostridium cadaveris","b","141",6
"g__Clostridium;s__Clostridium cadaveris","b","142",4
"g__Clostridium;s__Clostridium cadaveris","b","143",5
"g__Clostridium;s__Clostridium cadaveris","b","152",6
"g__Clostridium;s__Clostridium cadaveris","b","156",9
"g__Clostridium;s__Clostridium cadaveris","b","158",4
"g__Clostridium;s__Clostridium cadaveris","b","164",5
"g__Clostridium;s__Clostridium cellulovorans","b","1",3
"g__Clostridium;s__Clostridium cellulovorans","b","2",2
"g__Clostridium;s__Clostridium cellulovorans","b","3",3
"g__Clostridium;s__Clostridium cellulovorans","b","5",9
"g__Clostridium;s__Clostridium cellulovorans","b","6",3
"g__Clostridium;s__Clostridium cellulovorans","b","7",3
"g__Clostridium;s__Clostridium cellulovorans","b","8",3
"g__Clostridium;s__Clostridium cellulovorans","b","13",3
"g__Clostridium;s__Clostridium cellulovorans","b","14",2
"g__Clostridium;s__Clostridium cellulovorans","b","29",1
"g__Clostridium;s__Clostridium cellulovorans","b","36",2
"g__Clostridium;s__Clostridium cellulovorans","b","37",3
"g__Clostridium;s__Clostridium cellulovorans","b","94",5
"g__Clostridium;s__Clostridium cellulovorans","b","99",1
"g__Clostridium;s__Clostridium cellulovorans","b","103",8
"g__Clostridium;s__Clostridium cellulovorans","b","106",6
"g__Clostridium;s__Clostridium cellulovorans","b","111",8
"g__Clostridium;s__Clostridium cellulovorans","b","114",9
"g__Clostridium;s__Clostridium cellulovorans","b","115",4
"g__Clostridium;s__Clostridium cellulovorans","b","120",7
"g__Clostridium;s__Clostridium cellulovorans","b","127",10
"g__Clostridium;s__Clostridium cellulovorans","b","132",11
"g__Clostridium;s__Clostridium cellulovorans","b","141",3
"g__Clostridium;s__Clostridium cellulovorans","b","142",3
"g__Clostridium;s__Clostridium cellulovorans","b","152",2
"g__Clostridium;s__Clostridium cellulovorans","b","156",5
"g__Clostridium;s__Clostridium cellulovorans","b","158",5
"g__Clostridium;s__Clostridium cellulovorans","b","164",4
"g__Clostridium;s__Clostridium sp. CAG:1219","b","2",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","3",2
"g__Clostridium;s__Clostridium sp. CAG:1219","b","5",7
"g__Clostridium;s__Clostridium sp. CAG:1219","b","6",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","8",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","94",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","106",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","111",3
"g__Clostridium;s__Clostridium sp. CAG:1219","b","114",7
"g__Clostridium;s__Clostridium sp. CAG:1219","b","120",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","127",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","141",1
"g__Clostridium;s__Clostridium sp. CAG:1219","b","156",1
"g__Clostridium;s__Clostridium sp. CAG:628","b","1",1
"g__Clostridium;s__Clostridium sp. CAG:628","b","5",6
"g__Clostridium;s__Clostridium sp. CAG:628","b","103",1
"g__Clostridium;s__Clostridium sp. CAG:628","b","111",2
"g__Clostridium;s__Clostridium sp. CAG:628","b","114",5
"g__Clostridium;s__Clostridium sp. CAG:628","b","127",1
"g__Clostridium;s__Clostridium sp. CAG:628","b","141",4
"g__Clostridium;s__Clostridium sp. CAG:628","b","142",1
"g__Clostridium;s__Clostridium sp. CL-6","b","1",4
"g__Clostridium;s__Clostridium sp. CL-6","b","2",3
"g__Clostridium;s__Clostridium sp. CL-6","b","3",3
"g__Clostridium;s__Clostridium sp. CL-6","b","5",5
"g__Clostridium;s__Clostridium sp. CL-6","b","6",1
"g__Clostridium;s__Clostridium sp. CL-6","b","8",3
"g__Clostridium;s__Clostridium sp. CL-6","b","13",8
"g__Clostridium;s__Clostridium sp. CL-6","b","28",1
"g__Clostridium;s__Clostridium sp. CL-6","b","29",1
"g__Clostridium;s__Clostridium sp. CL-6","b","37",3
"g__Clostridium;s__Clostridium sp. CL-6","b","94",3
"g__Clostridium;s__Clostridium sp. CL-6","b","99",2
"g__Clostridium;s__Clostridium sp. CL-6","b","103",8
"g__Clostridium;s__Clostridium sp. CL-6","b","106",4
"g__Clostridium;s__Clostridium sp. CL-6","b","111",6
"g__Clostridium;s__Clostridium sp. CL-6","b","114",5
"g__Clostridium;s__Clostridium sp. CL-6","b","115",3
"g__Clostridium;s__Clostridium sp. CL-6","b","120",7
"g__Clostridium;s__Clostridium sp. CL-6","b","127",3
"g__Clostridium;s__Clostridium sp. CL-6","b","132",6
"g__Clostridium;s__Clostridium sp. CL-6","b","141",3
"g__Clostridium;s__Clostridium sp. CL-6","b","142",5
"g__Clostridium;s__Clostridium sp. CL-6","b","152",3
"g__Clostridium;s__Clostridium sp. CL-6","b","156",1
"g__Clostridium;s__Clostridium sp. CL-6","b","158",3
"g__Clostridium;s__Clostridium sp. CL-6","b","164",6
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","1",1
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","2",6
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","3",3
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","5",7
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","6",4
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","7",4
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","8",8
"g__Clostridium;s__Clostridium sp. Marseille-P2538","b","13",3
