"genus","sample_id","abundance"
"Aquimarina","A31",1
"Aquimarina","A52",1
"Aquimarina","A53",1
"Aquimarina","A59",1
"Aquimarina","A67",1
"Aquimarina","A68",1
"Aquimarina","A69",1
"Aquimarina","A73",1
"Aquimarina","A78",2
"Aquimarina","A87",1
"Aquimarina","A89",1
"Aquimarina","A93",1
"Aquimarina","A109",2
"Aquimarina","A113",1
"Aquimarina","A114",1
"Aquimarina","A142",1
"Aquimarina","A149",1
"Aquimarina","A165",1
"Aquimarina","B1",2
"Aquimarina","B3",1
"Aquimarina","B5",1
"Aquimarina","B7",1
"Aquimarina","B8",1
"Aquimarina","B13",1
"Aquimarina","B14",1
"Aquimarina","B37",1
"Aquimarina","B94",1
"Aquimarina","B99",1
"Aquimarina","B106",1
"Aquimarina","B111",2
"Aquimarina","B120",1
"Aquimarina","B142",1
"Aquimarina","B143",1
"Aquimarina","B152",1
"Aquimarina","B164",1
"Arenibacter","A101",1
"Arenibacter","A113",1
"Arenibacter","A142",2
"Arenibacter","B5",1
"Arenibacter","B13",1
"Arenibacter","B114",1
"Arenibacter","B120",2
"Arenibacter","B132",2
"Capnocytophaga","A5",2
"Capnocytophaga","A52",1
"Capnocytophaga","A54",2
"Capnocytophaga","A71",1
"Capnocytophaga","A101",2
"Capnocytophaga","A144",1
"Capnocytophaga","B2",1
"Capnocytophaga","B103",1
"Capnocytophaga","A31",1
"Capnocytophaga","A51",2
"Capnocytophaga","A52",2
"Capnocytophaga","A54",2
"Capnocytophaga","A59",2
"Capnocytophaga","A71",1
"Capnocytophaga","A76",1
"Capnocytophaga","A89",1
"Capnocytophaga","A93",1
"Capnocytophaga","A109",2
"Capnocytophaga","A113",1
"Capnocytophaga","A114",1
"Capnocytophaga","A142",2
"Capnocytophaga","B37",1
"Capnocytophaga","B143",1
"Capnocytophaga","B158",1
"Capnocytophaga","B164",1
"Capnocytophaga","A3",1
"Capnocytophaga","A5",2
"Capnocytophaga","A51",1
"Capnocytophaga","A52",1
"Capnocytophaga","A54",1
"Capnocytophaga","A59",1
"Capnocytophaga","A101",2
"Capnocytophaga","A149",1
"Capnocytophaga","A164",1
"Capnocytophaga","A165",1
"Capnocytophaga","B94",1
"Capnocytophaga","B127",1
"Capnocytophaga","B132",1
"Capnocytophaga","A5",1
"Capnocytophaga","A31",2
"Capnocytophaga","A53",1
"Capnocytophaga","A68",1
"Capnocytophaga","A69",1
"Capnocytophaga","A71",1
"Capnocytophaga","A78",1
"Capnocytophaga","A87",1
"Capnocytophaga","A101",1
"Capnocytophaga","A109",1
"Capnocytophaga","A113",1
"Capnocytophaga","A114",1
"Capnocytophaga","A115",1
"Capnocytophaga","A142",1
"Capnocytophaga","A149",1
"Capnocytophaga","A165",1
"Capnocytophaga","B3",1
"Capnocytophaga","B8",1
"Capnocytophaga","B29",1
"Capnocytophaga","B106",1
"Capnocytophaga","B111",1
"Capnocytophaga","B114",1
"Capnocytophaga","B127",1
"Capnocytophaga","B132",1
"Capnocytophaga","B142",1
"Capnocytophaga","B143",1
"Capnocytophaga","B158",1
"Capnocytophaga","A9",1
"Capnocytophaga","A53",1
"Capnocytophaga","A69",1
"Capnocytophaga","A71",2
"Capnocytophaga","A73",2
"Capnocytophaga","A93",1
"Capnocytophaga","A101",2
"Capnocytophaga","A142",1
"Capnocytophaga","A149",1
"Capnocytophaga","A165",2
"Capnocytophaga","B1",1
"Capnocytophaga","B2",1
"Capnocytophaga","B103",1
"Capnocytophaga","A9",1
"Capnocytophaga","A53",1
"Capnocytophaga","A67",1
"Capnocytophaga","A76",1
"Capnocytophaga","A78",1
"Capnocytophaga","A113",1
"Capnocytophaga","A114",1
"Capnocytophaga","A165",1
"Capnocytophaga","B13",1
"Capnocytophaga","B103",1
"Capnocytophaga","B106",1
"Capnocytophaga","B115",1
"Capnocytophaga","B120",2
"Capnocytophaga","B141",1
"Capnocytophaga","B164",1
"Capnocytophaga","A59",1
"Capnocytophaga","A87",1
"Capnocytophaga","A93",1
"Capnocytophaga","A142",2
"Capnocytophaga","B8",1
"Capnocytophaga","B103",1
"Cellulophaga","A5",1
"Cellulophaga","A71",1
"Cellulophaga","A87",1
"Cellulophaga","A101",1
"Cellulophaga","A114",2
"Cellulophaga","A115",1
"Cellulophaga","A149",1
"Cellulophaga","A164",1
"Cellulophaga","A165",1
"Cellulophaga","A3",1
"Cellulophaga","A59",1
"Cellulophaga","A67",1
"Cellulophaga","A71",1
"Cellulophaga","A87",1
"Cellulophaga","A89",1
"Cellulophaga","A93",2
"Cellulophaga","A114",1
"Cellulophaga","A142",1
"Cellulophaga","A149",1
"Cellulophaga","A164",1
"Cellulophaga","A165",1
"Cellulophaga","B1",2
"Cellulophaga","B5",1
"Cellulophaga","B7",1
"Cellulophaga","B28",1
"Cellulophaga","B94",1
"Cellulophaga","B111",1
"Cellulophaga","B114",2
"Cellulophaga","B120",1
"Cellulophaga","B156",1
"Cellulophaga","A5",2
"Cellulophaga","A114",1
"Cellulophaga","A115",1
"Cellulophaga","A142",1
"Cellulophaga","B8",1
"Cellulophaga","B103",1
"Cellulophaga","B152",1
"Chryseobacterium","A31",1
"Chryseobacterium","A59",2
"Chryseobacterium","A76",1
"Chryseobacterium","A89",1
"Chryseobacterium","A149",1
"Chryseobacterium","A165",1
"Chryseobacterium","B103",1
"Chryseobacterium","B156",1
"Chryseobacterium","A9",1
"Chryseobacterium","A53",1
"Chryseobacterium","A54",1
"Chryseobacterium","B103",2
"Chryseobacterium","B111",2
"Chryseobacterium","A3",1
"Chryseobacterium","A71",1
"Chryseobacterium","B114",2
"Chryseobacterium","A76",1
"Chryseobacterium","A101",1
"Chryseobacterium","B111",2
"Chryseobacterium","A59",2
"Chryseobacterium","A144",2
"Chryseobacterium","A52",2
"Chryseobacterium","A53",1
"Chryseobacterium","A59",1
"Chryseobacterium","A78",1
"Chryseobacterium","A101",1
"Chryseobacterium","A142",1
"Chryseobacterium","A144",1
"Chryseobacterium","A149",1
"Chryseobacterium","B111",1
"Chryseobacterium","B114",1
"Chryseobacterium","B127",2
"Chryseobacterium","B132",2
"Chryseobacterium","A59",2
"Chryseobacterium","A59",1
"Chryseobacterium","A89",1
"Chryseobacterium","A93",1
"Chryseobacterium","A149",1
"Chryseobacterium","A165",2
"Chryseobacterium","B28",1
"Chryseobacterium","B103",1
"Chryseobacterium","B114",1
"Chryseobacterium","B141",1
"Chryseobacterium","B142",1
"Elizabethkingia","A9",1
"Elizabethkingia","A89",1
"Elizabethkingia","A142",1
"Elizabethkingia","A144",2
"Elizabethkingia","A149",1
"Elizabethkingia","B2",1
"Elizabethkingia","B8",1
"Elizabethkingia","B106",2
"Elizabethkingia","B127",1
"Elizabethkingia","B132",2
"Elizabethkingia","B142",1
"Empedobacter","A31",1
"Empedobacter","A51",2
"Empedobacter","A53",1
"Empedobacter","A54",1
"Empedobacter","A59",1
"Empedobacter","A68",1
"Empedobacter","A69",2
"Empedobacter","A76",1
"Empedobacter","A89",1
"Empedobacter","A93",1
"Empedobacter","A109",1
"Empedobacter","A113",1
"Empedobacter","A149",1
"Empedobacter","A164",1
"Empedobacter","B6",1
"Empedobacter","B103",1
"Empedobacter","B158",1
"Epilithonimonas","A5",1
"Epilithonimonas","A6",1
"Epilithonimonas","A52",1
"Epilithonimonas","A53",1
"Epilithonimonas","A59",2
"Epilithonimonas","A71",1
"Epilithonimonas","A76",1
"Epilithonimonas","A109",2
"Epilithonimonas","A113",1
"Epilithonimonas","A149",1
"Epilithonimonas","B36",1
"Epilithonimonas","B37",1
"Epilithonimonas","B164",1
"Flavobacterium","A73",1
"Flavobacterium","A89",1
"Flavobacterium","A101",1
"Flavobacterium","A114",1
"Flavobacterium","A115",2
"Flavobacterium","A144",1
"Flavobacterium","B94",1
"Flavobacterium","B103",1
"Flavobacterium","A9",2
"Flavobacterium","A69",1
"Flavobacterium","A73",2
"Flavobacterium","A87",2
"Flavobacterium","A113",1
"Flavobacterium","A114",2
"Flavobacterium","A144",2
"Flavobacterium","A149",2
"Flavobacterium","B3",2
"Flavobacterium","B29",1
"Flavobacterium","B36",1
"Flavobacterium","B99",2
"Flavobacterium","B103",2
"Flavobacterium","B111",1
"Flavobacterium","B115",1
"Flavobacterium","B141",2
"Flavobacterium","B142",2
"Flavobacterium","B152",1
"Flavobacterium","A6",1
"Flavobacterium","A9",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A76",1
"Flavobacterium","A101",2
"Flavobacterium","A142",1
"Flavobacterium","A144",1
"Flavobacterium","A165",1
"Flavobacterium","B5",1
"Flavobacterium","B8",1
"Flavobacterium","B13",1
"Flavobacterium","B106",1
"Flavobacterium","B120",2
"Flavobacterium","B156",1
"Flavobacterium","A5",1
"Flavobacterium","A9",1
"Flavobacterium","A51",1
"Flavobacterium","A54",1
"Flavobacterium","A59",2
"Flavobacterium","A68",1
"Flavobacterium","A78",1
"Flavobacterium","A101",1
"Flavobacterium","A113",1
"Flavobacterium","A144",1
"Flavobacterium","A164",1
"Flavobacterium","B6",1
"Flavobacterium","B106",1
"Flavobacterium","B120",1
"Flavobacterium","A71",2
"Flavobacterium","A114",1
"Flavobacterium","A164",1
"Flavobacterium","B103",1
"Flavobacterium","A53",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A73",1
"Flavobacterium","A101",1
"Flavobacterium","A113",1
"Flavobacterium","A114",1
"Flavobacterium","A142",1
"Flavobacterium","A149",1
"Flavobacterium","B1",2
"Flavobacterium","B111",2
"Flavobacterium","B114",2
"Flavobacterium","B132",1
"Flavobacterium","B152",2
"Flavobacterium","A9",2
"Flavobacterium","A52",1
"Flavobacterium","A101",1
"Flavobacterium","A115",1
"Flavobacterium","A164",1
"Flavobacterium","B120",1
"Flavobacterium","A3",1
"Flavobacterium","A5",1
"Flavobacterium","A6",1
"Flavobacterium","A31",1
"Flavobacterium","A71",1
"Flavobacterium","A78",1
"Flavobacterium","A89",1
"Flavobacterium","A101",1
"Flavobacterium","A114",1
"Flavobacterium","A142",2
"Flavobacterium","A164",1
"Flavobacterium","B3",1
"Flavobacterium","B28",1
"Flavobacterium","B94",1
"Flavobacterium","B103",2
"Flavobacterium","B106",1
"Flavobacterium","B111",1
"Flavobacterium","B127",2
"Flavobacterium","B132",1
"Flavobacterium","B142",1
"Flavobacterium","A5",1
"Flavobacterium","A6",1
"Flavobacterium","A51",1
"Flavobacterium","A52",1
"Flavobacterium","A53",1
"Flavobacterium","A54",1
"Flavobacterium","A59",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A87",1
"Flavobacterium","A109",2
"Flavobacterium","A113",2
"Flavobacterium","A149",1
"Flavobacterium","B1",1
"Flavobacterium","B3",1
"Flavobacterium","B6",2
"Flavobacterium","B7",1
"Flavobacterium","B13",1
"Flavobacterium","B37",1
"Flavobacterium","B111",1
"Flavobacterium","B141",1
"Flavobacterium","B158",1
"Flavobacterium","B164",1
"Flavobacterium","A9",1
"Flavobacterium","A51",1
"Flavobacterium","A52",1
"Flavobacterium","A59",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A76",1
"Flavobacterium","A87",1
"Flavobacterium","A89",1
"Flavobacterium","A109",2
"Flavobacterium","A113",1
"Flavobacterium","A114",1
"Flavobacterium","A149",1
"Flavobacterium","A164",2
"Flavobacterium","B5",1
"Flavobacterium","B36",1
"Flavobacterium","B94",2
"Flavobacterium","B106",1
"Flavobacterium","B142",1
"Flavobacterium","A9",1
"Flavobacterium","A52",1
"Flavobacterium","A59",1
"Flavobacterium","A101",1
"Flavobacterium","A142",1
"Flavobacterium","A144",1
"Flavobacterium","B5",1
"Flavobacterium","B114",2
"Flavobacterium","A3",2
"Flavobacterium","A164",1
"Flavobacterium","A3",1
"Flavobacterium","A59",1
"Flavobacterium","A67",2
"Flavobacterium","A114",1
"Flavobacterium","B5",1
"Flavobacterium","A31",1
"Flavobacterium","A53",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A93",1
"Flavobacterium","A114",1
"Flavobacterium","A165",1
"Flavobacterium","B28",1
"Flavobacterium","B29",1
"Flavobacterium","B37",1
"Flavobacterium","B94",1
"Flavobacterium","B99",1
"Flavobacterium","B111",2
"Flavobacterium","B115",1
"Flavobacterium","B127",1
"Flavobacterium","B132",1
"Flavobacterium","B142",1
"Flavobacterium","B143",1
"Flavobacterium","B158",1
"Flavobacterium","A73",1
"Flavobacterium","A114",2
"Flavobacterium","A31",1
"Flavobacterium","A51",2
"Flavobacterium","A52",1
"Flavobacterium","A53",1
"Flavobacterium","A69",1
"Flavobacterium","A76",1
"Flavobacterium","A78",1
"Flavobacterium","A87",2
"Flavobacterium","A89",1
"Flavobacterium","A113",2
"Flavobacterium","A142",1
"Flavobacterium","A149",2
"Flavobacterium","A165",2
"Flavobacterium","B127",2
"Flavobacterium","B132",2
"Flavobacterium","A59",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A114",1
"Flavobacterium","A115",1
"Flavobacterium","A142",2
"Flavobacterium","B37",1
"Flavobacterium","B143",1
"Flavobacterium","A6",1
"Flavobacterium","A51",1
"Flavobacterium","A54",1
"Flavobacterium","A67",1
"Flavobacterium","A69",1
"Flavobacterium","A78",1
"Flavobacterium","A89",2
"Flavobacterium","A113",2
"Flavobacterium","A142",2
"Flavobacterium","A149",1
"Flavobacterium","A164",1
"Flavobacterium","A165",2
"Flavobacterium","B114",2
"Flavobacterium","B120",1
"Flavobacterium","B142",1
"Flavobacterium","A31",1
"Flavobacterium","A51",1
"Flavobacterium","A52",2
"Flavobacterium","A54",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A76",1
"Flavobacterium","A78",1
"Flavobacterium","A87",1
"Flavobacterium","A89",1
"Flavobacterium","A109",1
"Flavobacterium","A113",1
"Flavobacterium","B37",1
"Flavobacterium","B156",1
"Flavobacterium","A3",1
"Flavobacterium","A5",2
"Flavobacterium","A9",1
"Flavobacterium","A51",1
"Flavobacterium","A54",1
"Flavobacterium","A67",1
"Flavobacterium","A69",1
"Flavobacterium","A73",1
"Flavobacterium","A76",1
"Flavobacterium","A89",1
"Flavobacterium","A93",1
"Flavobacterium","A101",2
"Flavobacterium","A109",1
"Flavobacterium","A113",1
"Flavobacterium","A114",2
"Flavobacterium","A142",1
"Flavobacterium","A144",1
"Flavobacterium","A149",1
"Flavobacterium","A164",1
"Flavobacterium","A165",1
"Flavobacterium","B2",1
"Flavobacterium","B5",1
"Flavobacterium","B7",1
"Flavobacterium","B13",1
"Flavobacterium","B14",1
"Flavobacterium","B29",1
"Flavobacterium","B36",1
"Flavobacterium","B37",1
"Flavobacterium","B94",2
"Flavobacterium","B106",1
"Flavobacterium","B111",1
"Flavobacterium","B114",1
"Flavobacterium","B115",1
"Flavobacterium","B120",1
"Flavobacterium","B142",1
"Flavobacterium","B143",1
"Flavobacterium","B152",2
"Flavobacterium","B164",1
"Flavobacterium","A71",2
"Flavobacterium","A78",1
"Flavobacterium","A93",1
"Flavobacterium","A113",1
"Flavobacterium","A114",1
"Flavobacterium","B6",1
"Flavobacterium","B103",1
"Flavobacterium","B114",1
"Flavobacterium","B127",1
"Flavobacterium","A5",1
"Flavobacterium","A31",1
"Flavobacterium","A51",1
"Flavobacterium","A53",1
"Flavobacterium","A59",1
"Flavobacterium","A69",1
"Flavobacterium","A71",1
"Flavobacterium","A87",1
"Flavobacterium","A101",1
"Flavobacterium","A113",1
"Flavobacterium","A149",1
"Flavobacterium","A165",1
"Flavobacterium","B1",1
"Flavobacterium","B5",1
"Flavobacterium","B94",2
"Flavobacterium","B99",1
"Flavobacterium","B120",1
"Flavobacterium","A5",1
"Flavobacterium","A6",2
"Flavobacterium","A52",1
"Flavobacterium","A53",1
"Flavobacterium","A59",1
"Flavobacterium","A71",1
"Flavobacterium","A93",1
"Flavobacterium","A101",2
"Flavobacterium","A142",1
"Flavobacterium","A144",1
"Flavobacterium","A149",1
"Flavobacterium","A165",1
"Flavobacterium","B2",1
"Flavobacterium","B3",1
"Flavobacterium","B5",2
"Flavobacterium","B103",1
"Flavobacterium","A5",1
"Flavobacterium","A6",1
"Flavobacterium","A52",1
"Flavobacterium","A54",2
"Flavobacterium","A69",1
"Flavobacterium","A89",1
"Flavobacterium","A101",1
"Flavobacterium","A142",1
"Flavobacterium","A165",2
"Flavobacterium","B3",1
"Flavobacterium","B5",1
"Flavobacterium","B94",1
"Flavobacterium","B127",1
"Flavobacterium","B132",1
"Flavobacterium","B164",1
"Formosa","A101",1
"Formosa","A142",2
"Formosa","A164",1
"Formosa","A165",1
"Formosa","B94",1
"Formosa","B106",1
"Formosa","B111",1
"Formosa","B127",1
"Formosa","B132",1
"Formosa","B142",1
"Galbibacter","A68",1
"Galbibacter","A89",2
"Galbibacter","A93",1
"Galbibacter","A101",1
"Galbibacter","A142",1
"Galbibacter","B3",1
"Galbibacter","B5",1
"Galbibacter","B94",1
"Galbibacter","B120",1
"Galbibacter","B156",1
"Gelidibacter","A5",1
"Gelidibacter","A9",1
"Gelidibacter","A31",1
"Gelidibacter","A53",1
"Gelidibacter","A67",1
"Gelidibacter","A71",1
"Gelidibacter","A78",1
"Gelidibacter","A93",1
"Gelidibacter","A101",2
"Gelidibacter","A114",1
"Gelidibacter","A144",1
"Gelidibacter","A164",1
"Gelidibacter","A165",1
"Gelidibacter","B5",1
"Gelidibacter","B37",1
"Gelidibacter","B94",1
"Gelidibacter","B142",1
"Gillisia","A6",1
"Gillisia","A31",1
"Gillisia","A69",1
"Gillisia","A71",1
"Gillisia","A76",1
"Gillisia","A87",1
"Gillisia","A101",1
"Gillisia","A114",1
"Gillisia","A149",1
"Gillisia","A165",1
"Gillisia","B28",1
"Gillisia","B36",1
"Gillisia","B103",1
"Gillisia","B114",2
"Gillisia","B120",1
"Gillisia","B127",1
"Gillisia","B132",2
"Gillisia","B142",1
"Gramella","A3",1
"Gramella","A71",2
"Jejuia","A3",1
"Jejuia","A5",1
"Jejuia","A9",1
"Jejuia","A31",1
"Jejuia","A51",1
"Jejuia","A52",1
"Jejuia","A54",1
"Jejuia","A59",1
"Jejuia","A67",2
"Jejuia","A68",1
"Jejuia","A71",1
"Jejuia","A73",2
"Jejuia","A76",1
"Jejuia","A78",1
"Jejuia","A89",2
"Jejuia","A101",1
"Jejuia","A109",1
"Jejuia","A113",1
"Jejuia","A114",2
"Jejuia","A142",2
"Jejuia","A144",1
"Jejuia","A149",2
"Jejuia","A164",1
"Jejuia","B1",1
"Jejuia","B3",2
"Jejuia","B6",1
"Jejuia","B8",1
"Jejuia","B37",2
"Jejuia","B94",1
"Jejuia","B106",1
"Jejuia","B120",1
"Jejuia","B141",1
"Jejuia","B142",1
"Jejuia","B143",1
"Jejuia","B152",1
"Jejuia","B158",1
"Kriegella","A5",1
"Kriegella","A6",1
"Kriegella","A52",1
"Kriegella","A59",1
"Kriegella","A71",1
"Kriegella","A73",1
"Kriegella","A76",1
"Kriegella","A89",2
"Kriegella","A93",1
"Kriegella","A101",1
"Kriegella","A109",1
"Kriegella","A113",1
"Kriegella","A142",1
"Kriegella","A149",1
"Kriegella","A164",2
"Kriegella","B3",1
"Kriegella","B94",1
"Kriegella","B103",1
"Kriegella","B114",1
"Kriegella","B120",1
"Kriegella","B127",1
"Kriegella","B132",1
"Kriegella","B152",2
"Kriegella","B164",1
"Lutibacter","A3",1
"Lutibacter","A71",2
"Lutibacter","A114",1
"Lutibacter","A144",1
"Lutibacter","A164",1
"Lutibacter","A165",1
"Lutibacter","B103",1
"Mesonia","A52",1
"Mesonia","A54",1
"Mesonia","A78",2
"Mesonia","A164",2
"Mesonia","B37",1
"Mesonia","B127",2
"Mesonia","B132",2
"Mesonia","B143",1
"Mesonia","B158",1
"Myroides","A31",1
"Myroides","A51",2
"Myroides","A59",1
"Myroides","A68",1
"Myroides","A71",1
"Myroides","A76",2
"Myroides","A78",1
"Myroides","A89",1
"Myroides","A109",1
"Myroides","A142",2
"Myroides","A164",2
"Myroides","A165",1
"Myroides","B106",2
"Myroides","B115",1
"Myroides","B120",1
"Myroides","A3",1
"Myroides","A5",1
"Myroides","A6",1
"Myroides","A9",2
"Myroides","A51",1
"Myroides","A67",1
"Myroides","A68",1
"Myroides","A69",2
"Myroides","A73",1
"Myroides","A76",2
"Myroides","A87",2
"Myroides","A101",1
"Myroides","A109",2
"Myroides","A113",1
"Myroides","A114",1
"Myroides","A142",2
"Myroides","A149",1
"Myroides","A164",1
"Myroides","A165",2
"Myroides","B3",1
"Myroides","B5",2
"Myroides","B6",1
"Myroides","B7",1
"Myroides","B13",1
"Myroides","B94",1
"Myroides","B103",1
"Myroides","B111",2
"Myroides","B114",2
"Myroides","B120",1
"Myroides","B127",1
"Myroides","B132",1
"Myroides","B142",2
"Myroides","B156",1
"Myroides","A31",1
"Myroides","A52",2
"Myroides","A53",1
"Myroides","A89",1
"Myroides","A149",1
"Myroides","A165",1
"Myroides","B6",1
"Myroides","B99",1
"Myroides","B114",1
"Myroides","B120",1
"Nonlabens","A3",1
"Nonlabens","A144",1
"Nonlabens","B6",1
"Nonlabens","B94",1
"Nonlabens","B114",1
"Nonlabens","B115",1
"Nonlabens","B120",2
"Nonlabens","B152",1
"Nonlabens","B156",1
"Nonlabens","A73",1
"Nonlabens","A89",2
"Nonlabens","A101",2
"Nonlabens","B2",1
"Nonlabens","B94",2
"Nonlabens","A54",1
"Nonlabens","A76",1
"Nonlabens","A109",1
"Nonlabens","A114",1
"Nonlabens","A142",1
"Nonlabens","B5",2
"Nonlabens","B120",1
"Nonlabens","A69",1
"Nonlabens","A71",1
"Nonlabens","A93",1
"Nonlabens","B106",1
"Nonlabens","B111",2
"Nonlabens","B120",1
"Nonlabens","B132",1
"Polaribacter","A9",2
"Polaribacter","A68",2
"Polaribacter","A76",2
"Polaribacter","A142",2
"Polaribacter","A164",2
"Polaribacter","B8",2
"Polaribacter","B106",2
"Polaribacter","B111",2
"Polaribacter","B158",2
"Polaribacter","A3",1
"Polaribacter","A5",2
"Polaribacter","A31",1
"Polaribacter","A52",1
"Polaribacter","A53",1
"Polaribacter","A54",1
"Polaribacter","A67",1
"Polaribacter","A68",1
"Polaribacter","A69",1
"Polaribacter","A73",1
"Polaribacter","A78",1
"Polaribacter","A89",1
"Polaribacter","A114",1
"Polaribacter","A144",1
"Polaribacter","A149",1
"Polaribacter","A165",2
"Polaribacter","B37",1
"Polaribacter","B103",1
"Polaribacter","B120",1
"Polaribacter","B156",1
"Polaribacter","B164",1
"Psychroserpens","A3",1
"Psychroserpens","A5",1
"Psychroserpens","A9",1
"Psychroserpens","A54",1
"Psychroserpens","A59",1
"Psychroserpens","A73",1
"Psychroserpens","A78",1
"Psychroserpens","A93",1
"Psychroserpens","A101",1
"Psychroserpens","A114",1
"Psychroserpens","A142",2
"Psychroserpens","A144",1
"Psychroserpens","B5",1
"Psychroserpens","B8",1
"Psychroserpens","B28",1
"Psychroserpens","B29",1
"Psychroserpens","B111",2
"Psychroserpens","B115",1
"Psychroserpens","B120",1
"Psychroserpens","B141",1
"Psychroserpens","B142",1
"Psychroserpens","B143",1
"Psychroserpens","B152",1
"Psychroserpens","B156",1
"Siansivirga","A89",1
"Siansivirga","A93",1
"Siansivirga","A144",2
"Siansivirga","A149",1
"Siansivirga","A165",1
"Siansivirga","B5",1
"Siansivirga","B111",1
"Siansivirga","B120",1
"Tamlana","B114",2
"Tamlana","B127",2
"Tamlana","B132",2
"Tenacibaculum","A3",1
"Tenacibaculum","A5",1
"Tenacibaculum","A6",1
"Tenacibaculum","A31",2
"Tenacibaculum","A52",1
"Tenacibaculum","A53",1
"Tenacibaculum","A68",1
"Tenacibaculum","A69",2
"Tenacibaculum","A71",1
"Tenacibaculum","A73",2
"Tenacibaculum","A76",2
"Tenacibaculum","A89",1
"Tenacibaculum","A109",1
"Tenacibaculum","A113",2
"Tenacibaculum","A149",1
"Tenacibaculum","A164",1
"Tenacibaculum","B3",1
"Tenacibaculum","B5",1
"Tenacibaculum","B28",1
"Tenacibaculum","B94",1
"Tenacibaculum","B103",1
"Tenacibaculum","B111",1
"Tenacibaculum","A9",1
"Tenacibaculum","A31",1
"Tenacibaculum","A51",1
"Tenacibaculum","A52",1
"Tenacibaculum","A53",1
"Tenacibaculum","A54",1
"Tenacibaculum","A59",1
"Tenacibaculum","A101",1
"Tenacibaculum","A113",1
"Tenacibaculum","A114",1
"Tenacibaculum","A149",1
"Tenacibaculum","A164",1
"Tenacibaculum","B3",1
"Tenacibaculum","B6",1
"Tenacibaculum","B37",1
"Tenacibaculum","B94",1
"Tenacibaculum","B106",1
"Tenacibaculum","B111",2
"Tenacibaculum","B114",1
"Tenacibaculum","B120",1
"Tenacibaculum","B142",2
"Tenacibaculum","B143",1
"Tenacibaculum","A9",1
"Tenacibaculum","A51",1
"Tenacibaculum","A52",1
"Tenacibaculum","A54",1
"Tenacibaculum","A67",2
"Tenacibaculum","A71",1
"Tenacibaculum","A89",2
"Tenacibaculum","A93",1
"Tenacibaculum","A142",1
"Tenacibaculum","B111",1
"Tenacibaculum","B127",1
"Tenacibaculum","B132",1
"Tenacibaculum","B141",1
"Tenacibaculum","B156",1
"Tenacibaculum","A6",1
"Tenacibaculum","A76",1
"Tenacibaculum","A109",1
"Tenacibaculum","A113",2
"Tenacibaculum","A114",1
"Tenacibaculum","B7",1
"Tenacibaculum","B114",1
"Tenacibaculum","B127",1
"Tenacibaculum","B132",1
"Weeksella","A71",2
"Weeksella","A76",2
"Weeksella","A165",2
"Wenyingzhuangia","A3",1
"Wenyingzhuangia","A5",2
"Wenyingzhuangia","A31",1
"Wenyingzhuangia","A53",1
"Wenyingzhuangia","A54",1
"Wenyingzhuangia","A89",1
"Wenyingzhuangia","A93",1
"Wenyingzhuangia","B3",1
"Wenyingzhuangia","B5",1
"Wenyingzhuangia","B120",1
"Winogradskyella","A93",2
"Winogradskyella","A149",2
"Winogradskyella","B114",2
"Winogradskyella","B156",2
"Zhouia","A9",1
"Zhouia","A71",1
"Zhouia","A93",1
"Zhouia","A101",2
"Zhouia","A113",1
"Zhouia","A115",1
"Zhouia","A164",1
"Zhouia","B3",1
"Zhouia","B103",1
"Zhouia","B115",1
"Zhouia","B152",1
"Zunongwangia","A5",2
"Zunongwangia","A6",1
"Zunongwangia","A76",1
"Zunongwangia","A101",1
"Zunongwangia","B7",1
"Arcticibacter","A6",1
"Arcticibacter","A59",2
"Arcticibacter","A142",1
"Arcticibacter","B1",1
"Arcticibacter","B2",1
"Arcticibacter","B3",1
"Arcticibacter","B8",1
"Arcticibacter","B94",1
"Arcticibacter","B120",1
"Arcticibacter","B127",1
"Arcticibacter","B164",1
"Arcticibacter","A6",1
"Arcticibacter","A9",1
"Arcticibacter","A68",1
"Arcticibacter","A69",1
"Arcticibacter","A71",2
"Arcticibacter","A73",1
"Arcticibacter","A87",1
"Arcticibacter","A89",1
"Arcticibacter","A144",1
"Arcticibacter","B2",1
"Arcticibacter","B14",1
"Arcticibacter","B114",1
"Mucilaginibacter","A3",1
"Mucilaginibacter","A5",1
"Mucilaginibacter","A31",1
"Mucilaginibacter","A68",1
"Mucilaginibacter","A71",1
"Mucilaginibacter","A76",1
"Mucilaginibacter","A78",1
"Mucilaginibacter","A113",1
"Mucilaginibacter","A142",2
"Mucilaginibacter","A144",1
"Mucilaginibacter","A149",1
"Mucilaginibacter","B94",1
"Mucilaginibacter","B106",1
"Mucilaginibacter","B156",1
"Mucilaginibacter","A9",1
"Mucilaginibacter","A31",1
"Mucilaginibacter","A51",1
"Mucilaginibacter","A52",1
"Mucilaginibacter","A53",1
"Mucilaginibacter","A54",1
"Mucilaginibacter","A59",2
"Mucilaginibacter","A67",1
