"tax_td","condition","patient_id","abundance"
"g__Treponema;s__Treponema primitia","a","73",4
"g__Treponema;s__Treponema primitia","a","76",3
"g__Treponema;s__Treponema primitia","a","78",4
"g__Treponema;s__Treponema primitia","a","87",2
"g__Treponema;s__Treponema primitia","a","89",7
"g__Treponema;s__Treponema primitia","a","93",4
"g__Treponema;s__Treponema primitia","a","101",3
"g__Treponema;s__Treponema primitia","a","109",7
"g__Treponema;s__Treponema primitia","a","113",4
"g__Treponema;s__Treponema primitia","a","114",9
"g__Treponema;s__Treponema primitia","a","115",4
"g__Treponema;s__Treponema primitia","a","142",10
"g__Treponema;s__Treponema primitia","a","144",6
"g__Treponema;s__Treponema primitia","a","149",10
"g__Treponema;s__Treponema primitia","a","164",6
"g__Treponema;s__Treponema primitia","a","165",14
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","9",1
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","69",1
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","71",1
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","73",1
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","78",5
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","144",1
"g__Olsenella;s__Olsenella sp. HMSC062G07","a","164",2
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","3",6
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","5",13
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","9",2
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","31",4
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","51",5
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","52",6
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","53",8
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","59",7
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","71",1
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","73",1
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","76",3
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","78",5
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","93",1
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","101",1
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","109",2
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","114",2
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","115",5
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","142",7
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","144",9
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","149",5
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","164",6
"g__Eggerthella;s__Eggerthella sp. CAG:368","a","165",4
"g__Porphyromonas;s__Porphyromonas endodontalis","a","5",3
"g__Porphyromonas;s__Porphyromonas endodontalis","a","31",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","51",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","52",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","53",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","67",13
"g__Porphyromonas;s__Porphyromonas endodontalis","a","68",4
"g__Porphyromonas;s__Porphyromonas endodontalis","a","69",2
"g__Porphyromonas;s__Porphyromonas endodontalis","a","73",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","76",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","109",2
"g__Porphyromonas;s__Porphyromonas endodontalis","a","164",1
"g__Porphyromonas;s__Porphyromonas endodontalis","a","165",1
"g__Porphyromonas;s__Porphyromonas macacae","a","3",1
"g__Porphyromonas;s__Porphyromonas macacae","a","5",1
"g__Porphyromonas;s__Porphyromonas macacae","a","6",1
"g__Porphyromonas;s__Porphyromonas macacae","a","9",1
"g__Porphyromonas;s__Porphyromonas macacae","a","31",3
"g__Porphyromonas;s__Porphyromonas macacae","a","51",3
"g__Porphyromonas;s__Porphyromonas macacae","a","52",2
"g__Porphyromonas;s__Porphyromonas macacae","a","53",6
"g__Porphyromonas;s__Porphyromonas macacae","a","54",3
"g__Porphyromonas;s__Porphyromonas macacae","a","59",13
"g__Porphyromonas;s__Porphyromonas macacae","a","67",3
"g__Porphyromonas;s__Porphyromonas macacae","a","68",3
"g__Porphyromonas;s__Porphyromonas macacae","a","69",3
"g__Porphyromonas;s__Porphyromonas macacae","a","71",4
"g__Porphyromonas;s__Porphyromonas macacae","a","73",4
"g__Porphyromonas;s__Porphyromonas macacae","a","76",4
"g__Porphyromonas;s__Porphyromonas macacae","a","78",2
"g__Porphyromonas;s__Porphyromonas macacae","a","87",1
"g__Porphyromonas;s__Porphyromonas macacae","a","89",3
"g__Porphyromonas;s__Porphyromonas macacae","a","93",1
"g__Porphyromonas;s__Porphyromonas macacae","a","101",2
"g__Porphyromonas;s__Porphyromonas macacae","a","109",1
"g__Porphyromonas;s__Porphyromonas macacae","a","113",3
"g__Porphyromonas;s__Porphyromonas macacae","a","114",3
"g__Porphyromonas;s__Porphyromonas macacae","a","115",3
"g__Porphyromonas;s__Porphyromonas macacae","a","142",2
"g__Porphyromonas;s__Porphyromonas macacae","a","144",1
"g__Porphyromonas;s__Porphyromonas macacae","a","149",2
"g__Porphyromonas;s__Porphyromonas macacae","a","164",8
"g__Porphyromonas;s__Porphyromonas macacae","a","165",3
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","3",1
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","5",4
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","6",3
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","9",6
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","31",10
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","51",5
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","52",2
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","53",7
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","54",9
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","59",10
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","67",3
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","68",1
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","69",7
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","71",7
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","73",5
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","76",8
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","78",6
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","87",1
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","89",5
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","93",5
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","101",6
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","109",5
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","113",13
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","114",9
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","115",2
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","142",7
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","144",7
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","149",4
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","164",10
"g__Rikenella;s__Rikenella sp. Marseille-P3215","a","165",8
"g__Flexilinea;s__Flexilinea flocculi","a","3",3
"g__Flexilinea;s__Flexilinea flocculi","a","9",7
"g__Flexilinea;s__Flexilinea flocculi","a","31",5
"g__Flexilinea;s__Flexilinea flocculi","a","51",1
"g__Flexilinea;s__Flexilinea flocculi","a","52",3
"g__Flexilinea;s__Flexilinea flocculi","a","53",7
"g__Flexilinea;s__Flexilinea flocculi","a","54",3
"g__Flexilinea;s__Flexilinea flocculi","a","59",8
"g__Flexilinea;s__Flexilinea flocculi","a","67",2
"g__Flexilinea;s__Flexilinea flocculi","a","69",3
"g__Flexilinea;s__Flexilinea flocculi","a","71",9
"g__Flexilinea;s__Flexilinea flocculi","a","76",3
"g__Flexilinea;s__Flexilinea flocculi","a","78",5
"g__Flexilinea;s__Flexilinea flocculi","a","87",2
"g__Flexilinea;s__Flexilinea flocculi","a","89",4
"g__Flexilinea;s__Flexilinea flocculi","a","93",8
"g__Flexilinea;s__Flexilinea flocculi","a","101",3
"g__Flexilinea;s__Flexilinea flocculi","a","109",2
"g__Flexilinea;s__Flexilinea flocculi","a","113",7
"g__Flexilinea;s__Flexilinea flocculi","a","114",8
"g__Flexilinea;s__Flexilinea flocculi","a","115",1
"g__Flexilinea;s__Flexilinea flocculi","a","142",12
"g__Flexilinea;s__Flexilinea flocculi","a","144",4
"g__Flexilinea;s__Flexilinea flocculi","a","149",5
"g__Flexilinea;s__Flexilinea flocculi","a","164",4
"g__Flexilinea;s__Flexilinea flocculi","a","165",6
"g__Streptococcus;s__Streptococcus gallolyticus","a","3",1
"g__Streptococcus;s__Streptococcus gallolyticus","a","5",6
"g__Streptococcus;s__Streptococcus gallolyticus","a","9",3
"g__Streptococcus;s__Streptococcus gallolyticus","a","31",5
"g__Streptococcus;s__Streptococcus gallolyticus","a","51",7
"g__Streptococcus;s__Streptococcus gallolyticus","a","52",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","53",4
"g__Streptococcus;s__Streptococcus gallolyticus","a","54",4
"g__Streptococcus;s__Streptococcus gallolyticus","a","59",11
"g__Streptococcus;s__Streptococcus gallolyticus","a","68",1
"g__Streptococcus;s__Streptococcus gallolyticus","a","69",1
"g__Streptococcus;s__Streptococcus gallolyticus","a","71",3
"g__Streptococcus;s__Streptococcus gallolyticus","a","73",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","78",6
"g__Streptococcus;s__Streptococcus gallolyticus","a","87",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","89",3
"g__Streptococcus;s__Streptococcus gallolyticus","a","93",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","101",13
"g__Streptococcus;s__Streptococcus gallolyticus","a","113",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","114",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","115",1
"g__Streptococcus;s__Streptococcus gallolyticus","a","142",5
"g__Streptococcus;s__Streptococcus gallolyticus","a","144",5
"g__Streptococcus;s__Streptococcus gallolyticus","a","149",2
"g__Streptococcus;s__Streptococcus gallolyticus","a","164",1
"g__Streptococcus;s__Streptococcus gallolyticus","a","165",7
"g__Clostridium;s__Clostridium disporicum","a","3",2
"g__Clostridium;s__Clostridium disporicum","a","5",3
"g__Clostridium;s__Clostridium disporicum","a","6",1
"g__Clostridium;s__Clostridium disporicum","a","9",6
"g__Clostridium;s__Clostridium disporicum","a","31",1
"g__Clostridium;s__Clostridium disporicum","a","51",2
"g__Clostridium;s__Clostridium disporicum","a","52",3
"g__Clostridium;s__Clostridium disporicum","a","53",5
"g__Clostridium;s__Clostridium disporicum","a","54",2
"g__Clostridium;s__Clostridium disporicum","a","59",3
"g__Clostridium;s__Clostridium disporicum","a","67",2
"g__Clostridium;s__Clostridium disporicum","a","68",13
"g__Clostridium;s__Clostridium disporicum","a","69",1
"g__Clostridium;s__Clostridium disporicum","a","71",3
"g__Clostridium;s__Clostridium disporicum","a","73",1
"g__Clostridium;s__Clostridium disporicum","a","76",6
"g__Clostridium;s__Clostridium disporicum","a","78",8
"g__Clostridium;s__Clostridium disporicum","a","93",2
"g__Clostridium;s__Clostridium disporicum","a","101",2
"g__Clostridium;s__Clostridium disporicum","a","113",2
"g__Clostridium;s__Clostridium disporicum","a","114",4
"g__Clostridium;s__Clostridium disporicum","a","142",9
"g__Clostridium;s__Clostridium disporicum","a","144",8
"g__Clostridium;s__Clostridium disporicum","a","149",2
"g__Clostridium;s__Clostridium disporicum","a","164",2
"g__Clostridium;s__Clostridium disporicum","a","165",3
"g__Clostridium;s__Clostridium sp. CAG:221","a","3",2
"g__Clostridium;s__Clostridium sp. CAG:221","a","5",2
"g__Clostridium;s__Clostridium sp. CAG:221","a","6",7
"g__Clostridium;s__Clostridium sp. CAG:221","a","9",5
"g__Clostridium;s__Clostridium sp. CAG:221","a","31",1
"g__Clostridium;s__Clostridium sp. CAG:221","a","51",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","52",3
"g__Clostridium;s__Clostridium sp. CAG:221","a","53",1
"g__Clostridium;s__Clostridium sp. CAG:221","a","54",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","59",2
"g__Clostridium;s__Clostridium sp. CAG:221","a","67",3
"g__Clostridium;s__Clostridium sp. CAG:221","a","68",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","69",12
"g__Clostridium;s__Clostridium sp. CAG:221","a","71",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","73",3
"g__Clostridium;s__Clostridium sp. CAG:221","a","76",2
"g__Clostridium;s__Clostridium sp. CAG:221","a","78",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","87",13
"g__Clostridium;s__Clostridium sp. CAG:221","a","89",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","93",2
"g__Clostridium;s__Clostridium sp. CAG:221","a","101",5
"g__Clostridium;s__Clostridium sp. CAG:221","a","109",5
"g__Clostridium;s__Clostridium sp. CAG:221","a","113",7
"g__Clostridium;s__Clostridium sp. CAG:221","a","114",4
"g__Clostridium;s__Clostridium sp. CAG:221","a","115",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","142",9
"g__Clostridium;s__Clostridium sp. CAG:221","a","144",5
"g__Clostridium;s__Clostridium sp. CAG:221","a","149",6
"g__Clostridium;s__Clostridium sp. CAG:221","a","164",4
"g__Clostridium;s__Clostridium sp. CAG:221","a","165",3
"g__Clostridium;s__Clostridium sp. CAG:533","a","9",1
"g__Clostridium;s__Clostridium sp. CAG:533","a","54",1
"g__Clostridium;s__Clostridium sp. CAG:533","a","59",3
"g__Clostridium;s__Clostridium sp. CAG:533","a","71",3
"g__Clostridium;s__Clostridium sp. CAG:533","a","76",2
"g__Clostridium;s__Clostridium sp. CAG:533","a","89",1
"g__Clostridium;s__Clostridium sp. CAG:533","a","93",1
"g__Clostridium;s__Clostridium sp. CAG:533","a","114",13
"g__Clostridium;s__Clostridium sp. CAG:533","a","142",6
"g__Clostridium;s__Clostridium sp. CAG:533","a","165",1
"g__Clostridium;s__Clostridium sp. HMP27","a","3",3
"g__Clostridium;s__Clostridium sp. HMP27","a","5",2
"g__Clostridium;s__Clostridium sp. HMP27","a","6",2
"g__Clostridium;s__Clostridium sp. HMP27","a","9",10
"g__Clostridium;s__Clostridium sp. HMP27","a","31",6
"g__Clostridium;s__Clostridium sp. HMP27","a","51",4
"g__Clostridium;s__Clostridium sp. HMP27","a","52",4
"g__Clostridium;s__Clostridium sp. HMP27","a","53",5
"g__Clostridium;s__Clostridium sp. HMP27","a","54",4
"g__Clostridium;s__Clostridium sp. HMP27","a","59",8
"g__Clostridium;s__Clostridium sp. HMP27","a","67",1
"g__Clostridium;s__Clostridium sp. HMP27","a","68",2
"g__Clostridium;s__Clostridium sp. HMP27","a","69",2
"g__Clostridium;s__Clostridium sp. HMP27","a","71",7
"g__Clostridium;s__Clostridium sp. HMP27","a","73",1
"g__Clostridium;s__Clostridium sp. HMP27","a","76",3
"g__Clostridium;s__Clostridium sp. HMP27","a","78",3
"g__Clostridium;s__Clostridium sp. HMP27","a","87",5
"g__Clostridium;s__Clostridium sp. HMP27","a","89",3
"g__Clostridium;s__Clostridium sp. HMP27","a","93",3
"g__Clostridium;s__Clostridium sp. HMP27","a","101",1
"g__Clostridium;s__Clostridium sp. HMP27","a","113",3
"g__Clostridium;s__Clostridium sp. HMP27","a","114",12
"g__Clostridium;s__Clostridium sp. HMP27","a","115",1
"g__Clostridium;s__Clostridium sp. HMP27","a","142",13
"g__Clostridium;s__Clostridium sp. HMP27","a","144",5
"g__Clostridium;s__Clostridium sp. HMP27","a","149",1
"g__Clostridium;s__Clostridium sp. HMP27","a","164",5
"g__Clostridium;s__Clostridium sp. HMP27","a","165",5
"g__Oxobacter;s__Oxobacter pfennigii","a","3",5
"g__Oxobacter;s__Oxobacter pfennigii","a","5",5
"g__Oxobacter;s__Oxobacter pfennigii","a","6",3
"g__Oxobacter;s__Oxobacter pfennigii","a","9",7
"g__Oxobacter;s__Oxobacter pfennigii","a","31",4
"g__Oxobacter;s__Oxobacter pfennigii","a","51",1
"g__Oxobacter;s__Oxobacter pfennigii","a","52",6
"g__Oxobacter;s__Oxobacter pfennigii","a","53",1
"g__Oxobacter;s__Oxobacter pfennigii","a","54",7
"g__Oxobacter;s__Oxobacter pfennigii","a","59",6
"g__Oxobacter;s__Oxobacter pfennigii","a","67",5
"g__Oxobacter;s__Oxobacter pfennigii","a","68",1
"g__Oxobacter;s__Oxobacter pfennigii","a","69",8
"g__Oxobacter;s__Oxobacter pfennigii","a","71",11
"g__Oxobacter;s__Oxobacter pfennigii","a","73",1
"g__Oxobacter;s__Oxobacter pfennigii","a","76",7
"g__Oxobacter;s__Oxobacter pfennigii","a","78",7
"g__Oxobacter;s__Oxobacter pfennigii","a","87",5
"g__Oxobacter;s__Oxobacter pfennigii","a","89",4
"g__Oxobacter;s__Oxobacter pfennigii","a","93",7
"g__Oxobacter;s__Oxobacter pfennigii","a","101",3
"g__Oxobacter;s__Oxobacter pfennigii","a","109",5
"g__Oxobacter;s__Oxobacter pfennigii","a","113",5
"g__Oxobacter;s__Oxobacter pfennigii","a","114",13
"g__Oxobacter;s__Oxobacter pfennigii","a","115",2
"g__Oxobacter;s__Oxobacter pfennigii","a","142",10
"g__Oxobacter;s__Oxobacter pfennigii","a","144",6
"g__Oxobacter;s__Oxobacter pfennigii","a","149",6
"g__Oxobacter;s__Oxobacter pfennigii","a","164",5
"g__Oxobacter;s__Oxobacter pfennigii","a","165",5
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","3",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","5",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","6",3
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","9",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","31",1
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","51",3
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","52",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","53",3
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","54",4
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","59",3
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","67",1
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","69",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","71",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","73",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","76",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","78",3
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","87",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","89",1
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","93",4
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","101",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","109",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","113",4
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","114",8
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","115",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","142",13
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","144",4
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","149",4
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","164",2
"g__Anaerofustis;s__Anaerofustis stercorihominis","a","165",3
"g__Eubacterium;s__Eubacterium oxidoreducens","a","3",3
"g__Eubacterium;s__Eubacterium oxidoreducens","a","5",5
"g__Eubacterium;s__Eubacterium oxidoreducens","a","9",3
"g__Eubacterium;s__Eubacterium oxidoreducens","a","31",3
"g__Eubacterium;s__Eubacterium oxidoreducens","a","51",1
"g__Eubacterium;s__Eubacterium oxidoreducens","a","52",4
"g__Eubacterium;s__Eubacterium oxidoreducens","a","53",2
"g__Eubacterium;s__Eubacterium oxidoreducens","a","54",1
"g__Eubacterium;s__Eubacterium oxidoreducens","a","59",6
"g__Eubacterium;s__Eubacterium oxidoreducens","a","67",1
"g__Eubacterium;s__Eubacterium oxidoreducens","a","68",2
"g__Eubacterium;s__Eubacterium oxidoreducens","a","71",8
"g__Eubacterium;s__Eubacterium oxidoreducens","a","76",4
"g__Eubacterium;s__Eubacterium oxidoreducens","a","87",2
"g__Eubacterium;s__Eubacterium oxidoreducens","a","89",1
"g__Eubacterium;s__Eubacterium oxidoreducens","a","93",4
"g__Eubacterium;s__Eubacterium oxidoreducens","a","101",8
"g__Eubacterium;s__Eubacterium oxidoreducens","a","109",1
"g__Eubacterium;s__Eubacterium oxidoreducens","a","114",8
"g__Eubacterium;s__Eubacterium oxidoreducens","a","142",5
"g__Eubacterium;s__Eubacterium oxidoreducens","a","144",13
"g__Eubacterium;s__Eubacterium oxidoreducens","a","149",6
"g__Eubacterium;s__Eubacterium oxidoreducens","a","164",5
"g__Eubacterium;s__Eubacterium oxidoreducens","a","165",10
"g__Blautia;s__Blautia hydrogenotrophica","a","3",1
"g__Blautia;s__Blautia hydrogenotrophica","a","5",1
"g__Blautia;s__Blautia hydrogenotrophica","a","6",5
"g__Blautia;s__Blautia hydrogenotrophica","a","9",5
"g__Blautia;s__Blautia hydrogenotrophica","a","31",5
"g__Blautia;s__Blautia hydrogenotrophica","a","51",5
"g__Blautia;s__Blautia hydrogenotrophica","a","52",11
"g__Blautia;s__Blautia hydrogenotrophica","a","53",7
"g__Blautia;s__Blautia hydrogenotrophica","a","54",5
"g__Blautia;s__Blautia hydrogenotrophica","a","59",4
"g__Blautia;s__Blautia hydrogenotrophica","a","67",2
"g__Blautia;s__Blautia hydrogenotrophica","a","68",6
"g__Blautia;s__Blautia hydrogenotrophica","a","69",10
"g__Blautia;s__Blautia hydrogenotrophica","a","71",13
"g__Blautia;s__Blautia hydrogenotrophica","a","73",6
"g__Blautia;s__Blautia hydrogenotrophica","a","76",8
"g__Blautia;s__Blautia hydrogenotrophica","a","78",6
"g__Blautia;s__Blautia hydrogenotrophica","a","87",6
"g__Blautia;s__Blautia hydrogenotrophica","a","89",4
"g__Blautia;s__Blautia hydrogenotrophica","a","93",6
"g__Blautia;s__Blautia hydrogenotrophica","a","101",4
"g__Blautia;s__Blautia hydrogenotrophica","a","109",8
"g__Blautia;s__Blautia hydrogenotrophica","a","113",10
"g__Blautia;s__Blautia hydrogenotrophica","a","114",4
"g__Blautia;s__Blautia hydrogenotrophica","a","115",4
"g__Blautia;s__Blautia hydrogenotrophica","a","142",11
"g__Blautia;s__Blautia hydrogenotrophica","a","144",8
"g__Blautia;s__Blautia hydrogenotrophica","a","149",6
"g__Blautia;s__Blautia hydrogenotrophica","a","164",9
"g__Blautia;s__Blautia hydrogenotrophica","a","165",5
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","3",3
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","5",7
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","6",5
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","9",9
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","31",10
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","51",6
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","52",10
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","53",8
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","54",10
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","59",6
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","67",2
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","68",2
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","69",4
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","71",12
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","73",5
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","76",5
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","78",6
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","87",3
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","89",9
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","93",8
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","101",6
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","109",5
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","113",8
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","114",13
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","115",4
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","142",12
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","144",8
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","149",8
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","164",9
"g__Cellulosilyticum;s__Cellulosilyticum lentocellum","a","165",8
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","3",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","5",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","6",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","9",5
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","31",5
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","51",4
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","52",5
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","53",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","54",13
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","59",6
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","67",2
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","68",2
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","69",4
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","71",8
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","73",2
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","76",2
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","78",2
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","87",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","89",2
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","93",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","101",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","113",5
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","114",10
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","115",3
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","142",7
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","144",6
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","149",6
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","164",4
"g__Coprococcus;s__Coprococcus sp. ART55_1","a","165",4
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","3",1
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","6",2
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","9",5
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","31",4
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","51",5
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","52",2
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","53",4
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","54",13
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","59",4
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","67",2
"g__Coprococcus;s__Coprococcus sp. CAG:131","a","69",1
